Churn,Tenure,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Population,Age,Income,Children,Timely_Response,Timely_Fixes,Timely_Replacements,Reliability,Options,Respectful_Response,Courteous_Exchange,Active_Listening,Gender_Female,Marital_Divorced,Marital_Married,Marital_Never_Married,Marital_Separated,Phone,Multiple,InternetService_Fiber_Optic,InternetService_DSL,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract_Monthly,Contract_One_Year,PaperlessBilling
0,40.35081,12.91232,12,0,0,3223,39,57290.83,1,4,4,4,4,3,3,2,4,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1
0,67.73428,10.12157,18,2,2,1539,82,22121.83,3,4,3,4,3,4,4,3,3,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1
0,55.76068,15.49091,10,0,1,1077,39,55044,0,3,2,2,3,3,3,4,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0,68.24302,12.36929,12,2,0,4846,88,29803.1,3,3,3,4,3,2,4,4,4,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0
0,56.736,9.8446,11,0,0,6772,64,28409.36,0,2,2,4,2,4,3,3,3,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1
0,43.51717,13.62609,13,1,0,3636,49,5666.72,3,3,2,3,2,5,2,3,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
0,58.6209,11.09976,17,0,1,391,30,35026.08,4,5,5,5,4,4,4,4,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
0,56.86301,8.06448,12,1,0,1400,29,16759.04,4,4,3,4,3,3,5,4,3,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0
0,58.26304,11.8484,11,2,0,541,41,102609.3,1,2,1,2,3,4,2,3,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
0,64.7292,2.478941,12,0,0,393,67,21294.02,0,4,3,4,3,4,4,5,4,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1
0,49.28233,5.741968,15,3,0,110,89,45697.72,1,2,1,2,4,2,3,4,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
0,60.15262,9.278338,10,0,0,37906,52,22036.29,3,1,3,3,3,4,3,2,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
0,58.41511,13.47145,10,1,0,738,70,41978.12,0,4,5,4,3,3,4,5,5,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1
0,71.01166,15.10392,11,1,0,36,71,82500.7,0,3,3,3,4,3,3,4,4,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0
0,64.37976,11.37166,12,0,0,60,79,38645.01,4,3,3,3,2,4,3,3,4,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1
1,59.16267,10.46838,17,0,0,9353,62,38157.4,0,3,3,3,4,4,2,2,3,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0
0,66.95572,11.98659,12,1,0,94,56,12490.92,3,4,3,3,5,3,3,4,2,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1
0,57.50554,7.594244,12,2,0,17563,18,14551.81,0,4,4,5,3,4,3,3,3,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1
0,49.40477,9.720852,10,0,0,12726,62,24503.38,3,4,4,3,4,4,5,6,4,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1
0,59.97525,16.98002,12,1,0,2334,79,45578.06,1,4,3,4,5,2,4,4,3,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,55.40938,7.626965,13,1,0,14323,66,17812.53,3,5,3,5,2,4,3,3,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
0,56.84855,9.339435,14,2,1,2285,59,2131.71,2,3,3,3,2,3,2,2,3,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0
0,67.89181,8.696232,11,2,0,362,63,28635.7,4,3,3,4,3,4,1,3,2,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0
0,44.75964,6.900377,11,0,0,32096,89,25195.84,4,4,3,4,2,5,3,3,2,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1
0,65.79896,8.583757,14,0,1,5370,77,69959.26,1,3,4,2,4,4,3,5,3,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1
1,50.07284,5.077546,9,0,1,51447,54,54835.61,2,3,3,3,5,3,3,3,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1
0,59.81234,9.718876,16,0,0,4731,44,51321.51,0,3,3,3,3,4,2,3,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,63.99841,12.12235,10,2,0,1630,59,54797.32,1,5,5,5,3,5,4,4,3,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1
0,60.16638,11.02239,10,1,0,33626,65,39713.66,3,3,3,3,4,2,3,4,5,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0
0,68.96601,9.735735,10,1,0,779,40,38060.22,0,2,3,2,4,4,2,4,3,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1
0,55.66796,10.31317,11,2,2,657,40,57602.95,4,3,2,3,2,5,2,4,4,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1
0,60.78156,12.17226,10,1,0,19717,62,39021.86,1,3,3,4,2,3,4,5,4,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0
0,56.56567,8.98383,7,0,0,13490,43,25767.04,0,1,3,3,4,2,5,5,4,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0
1,62.36767,9.137722,11,1,0,4654,57,20664.99,3,2,2,3,3,5,3,3,3,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0
0,55.28091,11.38655,14,2,0,203,33,27751.19,3,3,3,2,2,4,4,1,4,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1
0,64.10363,5.214198,15,3,1,70614,65,8565.31,1,4,4,4,4,3,6,4,3,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
0,61.53705,10.22828,12,0,1,1458,27,13080.72,0,5,4,4,4,3,4,4,6,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0
0,68.33092,9.439823,15,0,0,11346,41,26235.49,0,3,2,2,4,3,2,4,3,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1
0,68.87727,12.48501,12,0,0,708,33,20782.65,1,3,3,3,2,5,2,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1
0,56.53318,10.043,14,2,1,10246,21,11464.09,1,4,4,2,2,4,4,4,2,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1
0,63.67919,10.87256,11,3,0,17713,27,103510.7,1,4,4,4,4,5,3,4,4,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
0,71.65389,6.897334,13,0,0,57306,27,79197.42,2,4,5,4,2,4,3,4,5,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1
0,47.98288,11.0201,12,0,0,2033,57,64728.95,0,5,5,3,3,4,4,3,4,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1
0,56.37649,6.752764,15,1,0,373,58,12883.78,0,4,5,3,4,4,3,4,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1
0,66.98487,6.408361,9,0,0,7398,36,17563.99,7,3,2,3,3,4,3,3,3,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1
0,50.56974,8.819698,15,1,1,7292,84,80205.9,2,2,3,2,4,4,3,2,3,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1
0,65.9038,11.27068,10,0,1,983,35,42964.38,4,2,2,3,4,3,2,2,3,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1
0,60.36546,7.852913,20,0,0,16902,58,15095.8,6,5,5,5,4,3,5,4,5,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1
0,51.34296,7.334084,10,1,1,38363,46,53833.45,4,5,5,3,2,3,3,4,4,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1
0,62.83833,11.93019,8,0,1,40385,89,19533.69,0,4,3,4,3,3,5,4,4,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0
0,58.52876,6.575864,9,4,1,235,88,18474.89,0,3,3,4,5,2,2,4,4,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1
0,56.01033,10.10174,9,0,0,1773,38,78123.58,3,5,5,3,3,3,4,4,5,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0
0,70.67111,7.883046,12,1,0,50,37,28045.78,3,3,5,5,4,3,4,3,4,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0
0,70.98518,13.1963,14,0,0,11601,27,19293.1,2,3,3,2,5,3,5,3,3,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1
0,62.54758,5.76336,11,1,0,7154,51,7391.15,2,5,4,4,5,3,5,4,4,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0
0,70.80297,10.78801,10,2,1,232,48,30546.19,1,5,3,4,5,3,3,5,3,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
0,45.50676,6.080936,10,4,0,8381,79,8271.97,0,3,5,5,4,4,2,2,2,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0
0,58.79896,14.35567,10,1,1,2990,49,18556.35,2,4,2,3,3,3,3,1,2,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1
0,62.58644,9.94047,10,2,0,5234,76,50491.3,2,3,4,3,3,5,2,2,2,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1
0,68.14401,8.351139,13,1,0,4024,41,644.32,1,3,3,2,5,2,2,3,4,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1
0,67.85251,11.01585,5,1,2,29743,83,11150.32,1,4,5,4,4,4,4,4,2,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0
0,61.20259,11.59313,4,1,0,5168,23,38682.52,1,2,2,3,4,4,2,2,3,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1
0,62.39033,8.171958,8,1,0,2123,85,33436.08,1,2,3,3,3,5,2,3,2,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0
0,56.97688,14.78012,10,1,0,1026,41,95657.24,2,3,3,3,3,5,2,4,3,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1
0,63.08784,7.329087,11,0,0,902,82,35180.11,1,3,3,3,5,2,3,4,3,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1
0,68.6808,8.680968,11,1,0,191,82,58102.4,1,5,4,6,2,4,3,3,4,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
0,62.43544,12.51371,10,1,0,1808,85,51126.59,0,2,3,2,4,3,2,3,4,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0
0,44.16108,13.7907,13,3,0,31318,83,89224.24,0,4,4,3,3,4,3,3,2,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0
0,45.82823,9.499777,15,0,0,1874,77,50595.25,3,3,3,2,4,2,3,3,4,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1
0,65.38502,6.93877,12,2,0,1110,69,52745.63,0,3,4,4,4,4,3,3,4,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1
0,47.67411,8.250739,14,2,1,873,42,18640.62,0,3,3,3,3,4,3,3,4,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0
0,69.80788,12.37749,16,1,0,338,29,27890.61,2,3,4,3,3,3,4,3,2,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0
0,56.73689,6.536395,16,2,0,1141,49,14235.87,1,1,1,2,3,4,3,1,3,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
0,51.63534,11.68326,9,2,0,2385,57,20757.95,2,5,3,3,4,5,4,3,4,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0
0,70.16722,10.21293,14,1,0,1325,82,66851.03,3,3,2,3,3,5,3,3,3,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1
0,65.68601,7.924814,10,1,0,105,29,20544.64,2,3,2,3,4,4,3,2,3,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,50.24709,12.06772,15,0,2,434,37,80501.9,2,3,4,4,3,4,4,3,4,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,63.97947,7.784659,12,0,1,85,31,28218.54,0,6,4,4,5,2,7,5,4,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1
0,71.25102,6.20201,15,1,0,2029,27,26644.15,6,4,3,2,4,2,4,4,3,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0
0,71.56158,10.34133,9,0,0,7154,57,60163.56,0,3,3,3,4,3,3,4,2,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0
0,54.03406,14.17634,13,0,1,3068,48,84378.57,1,2,3,2,3,2,4,3,3,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
0,56.7422,10.06866,12,0,0,1073,64,22293.87,4,3,4,3,5,3,5,4,5,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1
0,62.47951,10.72776,14,0,0,831,77,56567.94,0,4,3,2,4,3,4,5,4,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0
0,60.20609,12.85453,13,1,0,27211,73,14325.51,1,2,1,3,2,5,3,1,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,46.00587,8.939435,12,2,0,1389,31,30533.21,3,4,5,5,3,2,3,5,4,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
0,55.17028,2.304655,13,0,0,0,77,4007.53,0,5,4,5,3,5,4,2,4,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1
0,51.06149,12.12014,16,3,0,4286,33,19016.55,0,4,3,4,3,2,5,4,3,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0
0,57.87341,8.868794,8,0,0,5467,72,33920.51,0,3,3,3,3,5,4,2,3,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0
1,60.43351,6.221255,12,1,0,6233,65,17286.64,0,5,5,5,4,2,4,4,3,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0
0,70.37667,4.900186,13,1,0,66053,85,15771.28,0,2,2,3,4,3,3,3,4,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1
1,42.94126,10.34686,15,1,0,13489,21,12166.43,0,4,3,4,4,2,3,3,5,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0
0,67.13541,16.06426,12,3,0,8652,64,26295.5,2,1,2,3,5,2,2,1,2,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1
0,66.86003,10.50405,9,1,0,3594,36,30011.53,1,3,3,3,3,4,5,3,5,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1
0,65.33266,7.434418,17,0,1,2421,50,41169.83,1,5,4,4,2,3,4,3,2,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0
0,53.5771,9.609746,11,0,0,1616,44,3345.65,3,3,2,2,5,2,4,3,3,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0
0,45.16619,9.054841,15,0,0,3006,76,27737.13,2,3,3,3,2,5,3,3,4,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1
0,66.81556,14.95145,9,3,0,346,55,27392.87,0,4,5,4,5,3,4,3,3,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1
0,63.18349,10.74715,11,1,1,8142,49,13638.46,2,4,5,4,4,1,5,5,4,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0
0,63.78741,10.08115,11,2,2,2129,88,55285.5,3,2,2,3,3,4,3,3,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0
1,55.20546,6.094281,10,0,0,4597,26,22788.17,0,4,4,3,4,3,5,4,3,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1
0,65.69406,12.16532,10,2,1,443,58,17580.86,3,2,3,3,4,4,2,3,5,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
0,46.1155,10.60962,11,0,0,630,23,31468.83,3,4,4,4,2,5,2,3,3,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1
0,62.50904,5.757065,9,1,0,41,83,36394.84,0,3,3,3,2,4,4,2,3,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
0,55.66379,13.3668,10,3,0,15599,80,14392.29,2,5,4,4,3,2,3,6,5,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
0,67.09465,5.984456,18,0,1,36531,65,34337.25,0,5,5,5,4,4,5,5,3,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0
0,49.35209,10.20965,18,1,0,1986,48,50305.65,6,4,4,4,4,4,3,5,3,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1
0,63.32675,12.25637,10,0,0,8859,21,14377.81,2,2,4,2,4,5,3,3,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1
0,71.61196,10.11757,11,2,0,40434,44,17781.1,2,4,5,3,3,4,4,3,2,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1
0,48.82198,9.117518,15,1,1,40778,40,50058.12,0,2,2,3,4,3,2,3,3,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0
0,66.85047,16.84798,11,0,0,13287,48,6013.43,1,3,4,3,4,4,2,3,4,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
0,57.78133,6.491881,9,1,0,145,58,69697.68,4,2,2,3,5,3,4,3,3,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1
0,48.16091,7.498323,12,1,0,44968,78,20797.96,3,3,3,4,3,3,2,4,3,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1
0,61.93975,13.58853,17,1,2,1380,65,8103.04,4,3,1,3,5,4,3,3,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1
0,52.40318,12.70019,12,1,1,77,66,72212.97,1,3,4,3,2,4,2,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
0,50.47035,10.55385,11,0,0,4872,88,26118.87,3,3,3,2,3,2,3,5,3,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1
0,64.49909,9.330945,9,1,0,155,45,15279.99,3,3,3,2,3,4,2,2,4,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0
0,56.12428,10.68312,12,1,0,24744,55,54172.57,3,1,1,2,3,3,2,3,3,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1
0,51.98679,10.94596,8,1,0,33612,18,31397.21,1,5,4,4,3,2,4,3,3,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1
0,51.4203,4.192635,10,0,0,1751,73,33016.71,0,3,3,4,3,3,3,1,3,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0
0,57.04917,10.33083,16,0,0,26401,81,38768.11,3,3,3,3,4,3,4,3,5,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0,71.44432,9.037386,14,1,1,2520,71,38323.22,7,3,2,3,3,5,1,2,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0
0,66.2885,12.35108,8,0,0,14985,34,98376.58,2,3,5,2,3,4,4,3,3,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
0,67.37641,16.23738,8,4,0,266,38,21714.62,6,5,5,4,2,7,2,3,2,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,50.62647,10.08506,11,0,1,1207,52,16085.27,1,3,2,3,2,3,3,4,5,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0
0,69.15975,10.20337,12,0,1,21829,64,66710.72,0,4,6,5,4,4,5,4,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
0,64.34541,12.49001,8,0,0,80,60,12115.07,3,3,4,3,1,6,2,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1
0,67.93831,8.421281,12,0,0,8852,88,51856.16,0,3,4,3,3,2,2,2,4,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0
0,47.56406,9.817537,7,0,0,10827,74,64898.67,2,3,2,4,4,2,5,4,3,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0
0,55.70975,9.231955,10,1,0,2802,46,24939.72,0,4,3,3,6,3,3,5,3,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
0,56.64842,8.654489,18,3,1,268,81,51471.68,3,3,5,4,3,4,2,3,4,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1
0,66.88132,10.99992,13,1,0,13017,41,22856.17,0,5,5,4,2,3,5,4,5,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1
0,51.95172,6.556398,10,2,0,105,76,90643.01,2,5,5,3,2,6,3,2,4,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1
0,63.73429,10.15084,8,1,0,8109,56,11160.15,2,3,4,4,4,3,2,2,5,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1
0,59.55192,11.74732,16,0,0,464,34,28502.49,4,3,3,3,4,3,4,4,3,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1
0,66.97309,3.835601,8,2,0,2018,19,72149.15,3,3,3,2,4,4,2,3,3,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
0,54.67507,9.528274,18,2,0,16246,33,36311.55,0,4,5,4,2,5,4,3,2,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1
0,49.64838,9.948212,12,1,0,304,33,26041.24,1,3,4,3,4,3,5,4,5,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1
0,49.21371,13.4341,10,0,1,560,56,85403.93,3,4,4,4,2,3,3,3,3,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0
0,68.59602,7.812935,14,2,1,22274,53,56932.4,0,2,2,3,2,4,3,4,5,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
0,51.42362,6.515515,10,1,0,8332,80,28826.4,7,4,5,2,2,4,1,3,5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
0,69.50311,13.87808,9,0,2,10429,39,49512.78,0,3,3,3,5,2,5,3,4,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0
0,59.51823,12.11232,12,2,1,1018,57,36867.42,1,4,4,3,4,5,3,3,4,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1
0,66.67672,12.7889,17,1,0,9575,28,91141.47,2,4,4,5,3,6,4,3,3,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0
1,59.00106,8.954105,11,0,2,1936,57,75507.18,1,4,3,4,3,4,3,3,3,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0
0,70.03292,12.18553,14,2,0,233,82,14664.53,3,4,4,3,6,2,5,6,5,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1
0,44.61375,14.55059,16,2,0,37641,77,32364.17,2,3,4,4,4,3,4,3,4,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1
0,68.22903,11.36732,13,0,0,308,75,52982,4,3,3,3,4,3,2,2,2,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1
0,45.28275,9.704987,13,1,1,22640,19,38365.83,3,2,3,2,3,3,4,3,2,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1
0,69.83346,5.108637,12,3,0,376,74,29877.9,1,3,3,3,3,4,2,2,4,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0
0,64.29998,11.42327,17,2,0,232,82,36514.64,1,4,4,4,4,3,3,4,4,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0
0,58.86869,9.019978,14,1,0,102433,40,21043.89,6,1,2,3,2,4,2,2,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0
0,59.33259,9.020394,12,2,0,3089,84,32666.7,6,3,4,3,2,4,3,3,4,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1
0,60.63668,6.9305,13,1,0,6241,78,7234.69,0,4,3,3,4,4,4,2,4,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1
0,68.60055,12.40024,12,0,0,1351,32,25575.05,0,6,6,6,4,3,5,6,4,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0
0,65.2477,11.34392,10,0,0,4160,28,10715.15,2,3,4,4,2,5,4,5,5,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0
1,49.22663,10.74555,16,2,0,25134,77,49081.31,1,4,4,4,5,3,4,6,3,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1
0,71.20584,17.15258,11,2,0,11357,30,27770.71,3,2,4,2,2,5,2,2,2,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1
0,67.57266,8.408516,19,2,2,107,34,40076.2,1,2,3,2,4,3,2,4,4,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0
0,66.66711,8.998522,14,2,0,389,38,11182.43,0,4,4,3,3,3,3,3,5,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1
0,55.76858,9.8349,20,2,0,1567,31,99873.57,2,3,3,3,3,5,2,2,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1
0,61.64252,9.772328,13,2,1,3274,68,50268.03,2,3,3,2,4,3,3,4,3,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0
0,60.59761,13.54491,15,0,0,959,71,43527.2,0,2,2,3,2,4,2,2,3,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1
0,63.00356,11.9571,9,0,0,1383,45,15818.64,0,6,4,6,6,3,5,4,3,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1
0,46.8684,5.103123,16,2,1,23425,21,24482.09,2,2,2,2,5,3,2,1,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0,68.17349,10.85535,11,1,0,256,28,101771,1,4,5,5,4,3,2,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,53.18909,9.403607,12,1,1,17801,29,48607.71,3,3,3,2,1,6,3,3,3,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1
0,62.32241,12.09466,10,1,1,634,84,7649.73,4,4,4,3,4,4,3,2,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
0,59.42279,12.40041,7,1,0,4435,27,22686.88,1,5,4,5,5,3,3,4,3,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1
