Churn,Children,Income,Outage_sec_perweek,Yearly_equip_failure,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Tenure,InternetService_DSL,InternetService_Fiber_Optic,Gender_Female,Marital_Divorced,Marital_Married,Marital_Never_Married,Marital_Separated,Contract_Monthly,Contract_One_Year
0,0,59112.62,8.338588,2,1,0,0,1,1,0,0,1,0,56.47713,1,0,1,0,0,0,1,1,0
0,0,17199.86,12.16386,1,0,0,1,1,1,0,0,0,1,54.7128,0,1,1,0,0,0,1,1,0
0,0,54873.78,8.39826,1,1,0,0,1,0,0,1,1,1,64.13229,1,0,0,1,0,0,0,0,0
0,1,11048.74,13.0051,0,0,1,0,1,1,0,1,1,1,71.0031,0,0,1,0,1,0,0,1,0
0,1,10827.73,6.262775,0,1,0,1,0,1,1,1,0,0,54.53026,1,0,0,0,0,0,0,1,0
0,0,35829.24,10.17359,0,1,1,1,0,0,1,1,1,1,60.11333,1,0,1,0,0,1,0,0,0
0,1,24603.58,14.27599,1,1,0,1,0,1,1,1,1,1,57.78386,0,1,1,1,0,0,0,1,0
0,7,15693.44,5.307312,0,1,0,0,0,0,1,1,1,1,70.59953,0,0,1,0,0,0,1,0,0
0,2,99537.72,8.301006,0,1,1,0,1,0,1,1,0,1,61.96895,0,1,1,0,0,0,1,1,0
0,3,65509.93,11.76569,1,1,1,1,0,0,1,0,1,0,50.66574,0,1,1,0,1,0,0,1,0
0,3,70135.92,11.64063,0,0,0,1,0,0,1,1,0,1,60.26386,1,0,1,0,0,0,1,0,0
0,0,46279.7,15.00104,0,1,1,1,1,0,1,1,1,1,44.64514,0,1,1,0,0,0,0,0,0
0,3,6649.53,5.254926,0,1,0,1,1,1,0,0,0,1,66.61872,0,1,0,0,1,0,0,0,0
0,3,28696.57,10.26758,0,1,1,0,0,0,0,0,0,1,67.24986,0,1,0,0,0,0,1,0,1
0,3,26034.88,7.782504,1,1,0,0,1,0,0,0,1,1,54.58835,0,1,1,0,0,0,1,1,0
0,4,27934.32,8.781493,1,1,1,1,0,0,0,0,0,0,54.3819,0,1,1,0,0,0,0,1,0
0,3,50420.55,8.483329,0,1,1,1,0,0,0,1,0,1,48.21972,1,0,1,0,0,1,0,0,1
0,3,43767.23,11.09561,0,1,0,0,1,0,0,0,0,1,63.44795,1,0,1,0,0,1,0,0,0
0,2,39157.83,14.46971,0,1,0,0,0,1,0,1,0,0,67.34157,0,1,1,1,0,0,0,1,0
0,1,30009.55,7.352787,0,1,1,0,0,1,0,1,0,1,52.42146,0,1,1,0,0,1,0,0,0
0,1,25697.08,14.22619,0,0,0,0,1,0,0,0,1,0,56.82113,0,1,0,0,0,1,0,1,0
0,2,52076.3,10.05372,0,1,1,0,0,0,0,1,0,1,58.7019,1,0,1,0,0,0,0,0,0
0,3,24314,12.43375,0,1,1,0,1,1,0,1,0,1,53.71087,1,0,1,0,0,0,1,0,0
0,1,11043.16,5.371609,0,1,0,0,1,1,0,0,0,1,38.85837,1,0,1,0,1,0,0,1,0
0,0,15392.91,3.116499,0,0,1,1,0,0,0,1,1,0,67.05213,1,0,0,0,0,1,0,1,0
0,3,26412.61,6.837113,0,1,0,1,1,0,0,0,1,0,52.3499,0,1,1,0,0,1,0,1,0
0,0,31313.02,4.455634,0,1,1,0,0,0,0,1,1,0,59.02827,0,0,0,1,0,0,0,1,0
0,3,8288.76,10.9674,2,1,1,0,1,0,0,0,1,0,68.57741,1,0,1,1,0,0,0,1,0
0,3,37900.97,11.95593,1,1,1,0,1,0,0,0,0,0,59.52291,1,0,1,0,0,1,0,0,1
0,1,45129.46,7.787097,0,0,1,0,1,0,0,0,1,1,61.18595,0,0,1,0,0,1,0,0,0
0,5,7128.29,8.729086,1,1,0,1,0,0,1,1,0,1,60.09421,0,1,1,0,0,0,0,0,1
0,3,16955.06,8.741713,1,1,1,1,0,1,0,1,1,0,51.28687,0,1,1,1,0,0,0,0,1
0,2,54514.78,12.0364,1,1,0,1,0,0,1,1,0,0,54.60704,0,0,1,0,1,0,0,1,0
0,2,56361.66,9.002991,0,1,1,1,0,0,1,0,1,1,54.07152,1,0,1,0,0,0,0,0,1
0,0,57938.61,13.50422,0,1,0,0,0,0,1,0,1,1,68.72852,1,0,1,0,0,1,0,1,0
0,7,50217.64,4.706556,0,1,1,1,0,0,0,1,0,0,61.04844,1,0,0,0,0,0,1,0,0
0,2,32092.18,9.357409,0,1,1,0,1,0,0,1,0,0,65.02121,1,0,0,0,0,0,0,0,1
0,0,13502.99,9.762221,1,1,0,0,1,0,0,0,0,1,39.7266,0,1,1,1,0,0,0,0,0
0,0,43597.63,8.752186,1,1,1,0,0,0,1,1,0,1,54.10768,0,0,0,1,0,0,0,1,0
0,0,18822.77,8.674461,1,1,0,1,0,0,1,0,1,0,50.93618,1,0,0,0,0,0,1,1,0
0,7,39975.25,11.55985,0,1,1,1,1,1,0,0,1,1,69.01301,0,1,1,0,0,0,1,0,1
0,4,8573.56,7.027825,0,1,0,0,1,0,0,0,0,1,45.92294,1,0,0,0,0,1,0,0,0
0,0,25898.82,9.994627,0,1,0,0,1,1,0,1,1,1,62.10157,1,0,0,0,0,0,1,0,0
0,0,73761.25,6.47772,0,1,1,0,0,1,0,0,1,1,53.45259,1,0,1,0,0,0,1,0,0
0,0,50620.18,6.037186,1,1,0,1,0,0,1,1,0,1,47.99369,0,1,0,1,0,0,0,1,0
0,4,49109.27,14.51214,0,1,0,1,0,1,0,0,0,0,69.86503,0,1,1,1,0,0,0,1,0
0,0,92252.71,7.66188,0,1,1,0,0,0,1,0,1,0,62.82387,0,1,1,0,0,0,0,1,0
0,7,98665.78,10.55549,0,1,0,0,0,0,0,1,0,1,67.77122,0,1,0,0,0,0,0,1,0
0,0,14535.4,15.44802,0,0,1,1,1,1,1,1,1,1,53.92384,1,0,0,0,0,1,0,0,0
0,5,32677.84,14.39837,1,1,1,0,1,0,1,0,0,0,58.33561,1,0,1,0,0,0,0,0,1
0,0,4174.13,7.143661,2,1,0,0,0,1,1,1,0,1,62.76753,1,0,1,0,0,0,1,1,0
0,5,16303.01,10.52149,0,0,1,1,0,0,0,1,0,0,63.38899,1,0,1,1,0,0,0,0,1
0,1,70808.33,13.33913,0,1,0,0,1,0,0,0,0,0,45.84265,0,0,1,1,0,0,0,0,1
0,2,91696,7.889969,0,0,0,0,0,0,0,1,1,1,68.14471,0,0,0,1,0,0,0,0,0
0,1,37418.19,5.607595,0,1,1,1,0,1,1,1,0,1,60.70517,0,0,1,1,0,0,0,0,1
0,0,8972.5,13.38781,0,1,0,1,0,0,0,1,0,1,59.50718,0,0,1,0,0,1,0,0,1
0,3,25201.18,8.329768,1,1,0,0,0,0,1,1,1,0,70.0669,1,0,0,0,1,0,0,1,0
0,1,54342.87,14.34346,2,1,0,0,0,1,0,1,1,0,52.20263,1,0,1,0,1,0,0,0,1
0,2,53466.67,10.64577,0,1,1,0,1,1,1,0,1,1,66.66268,0,1,0,1,0,0,0,1,0
0,0,34188.58,11.43863,0,1,1,0,1,0,0,0,0,1,71.45086,0,0,1,0,0,0,0,1,0
1,5,63774.11,10.0948,0,1,0,0,0,0,0,1,1,0,55.28921,1,0,1,0,0,1,0,1,0
0,0,28847.47,11.28389,1,0,1,0,0,1,0,0,0,0,57.56766,0,0,0,1,0,0,0,1,0
0,3,33806.39,17.55118,0,1,0,0,0,0,1,1,0,0,63.76818,0,1,1,0,0,0,0,0,0
0,6,49543.37,7.804234,2,1,1,1,1,1,1,0,0,1,67.89759,1,0,0,0,0,0,0,1,0
0,2,13371.2,2.245181,0,1,1,0,1,0,1,0,0,1,56.716,1,0,1,0,0,0,1,1,0
0,4,45064.51,11.29978,1,1,0,0,0,1,0,0,0,1,68.83942,0,0,1,0,0,1,0,1,0
0,3,9073.21,9.490555,0,1,1,0,1,1,1,0,1,1,59.21526,1,0,1,0,0,0,1,0,0
0,2,8192.25,10.78865,0,1,0,0,0,1,1,0,1,0,57.25147,0,1,0,0,1,0,0,1,0
0,1,9710.42,12.7476,0,1,1,0,1,1,0,1,0,1,61.72165,0,1,1,1,0,0,0,0,0
0,3,20562.72,10.91183,0,1,0,1,1,1,1,0,0,1,44.69494,0,1,0,1,0,0,0,0,0
0,3,53165.55,7.997538,1,1,0,0,1,1,0,1,0,1,54.50776,0,1,1,0,0,1,0,1,0
1,2,16470.19,10.05697,0,1,1,1,1,1,0,0,1,0,64.99757,0,1,0,0,0,0,0,1,0
0,2,9801.15,11.34653,1,1,0,1,0,0,1,1,1,1,66.04097,0,1,1,0,1,0,0,0,0
0,0,12587.71,8.21878,0,1,1,1,0,0,1,1,0,1,57.77873,1,0,1,0,1,0,0,0,1
0,1,18470.36,14.89325,0,1,0,0,0,0,1,1,1,0,65.04247,0,0,1,0,0,0,0,1,0
0,3,55959.96,6.266123,0,1,0,1,0,0,0,0,1,1,53.82378,0,0,0,1,0,0,0,1,0
0,4,15431.03,13.93978,0,0,0,0,1,1,1,0,1,0,45.54189,0,1,0,0,0,0,0,1,0
0,0,11609.43,10.20567,1,1,0,0,0,0,0,0,0,0,53.17302,0,0,1,0,0,0,0,1,0
0,1,87107.32,8.49259,1,1,0,0,0,1,1,1,0,1,61.50313,0,1,1,1,0,0,0,0,0
0,1,32521.54,8.387455,0,1,1,0,1,1,1,0,1,1,64.61766,0,1,1,0,0,0,1,0,1
0,0,55565.75,7.200426,0,1,1,1,0,1,1,0,0,0,65.52605,1,0,1,0,1,0,0,1,0
1,3,43915.77,9.413829,1,1,0,1,0,0,0,1,1,0,61.96091,0,1,0,0,1,0,0,1,0
0,0,60136.7,8.938938,0,1,1,0,0,0,0,1,1,1,60.91354,1,0,0,0,0,0,1,0,0
0,0,53468.72,11.24818,1,1,0,0,0,0,0,0,0,1,71.52256,0,1,0,0,0,0,0,0,0
0,1,64799.95,10.57648,0,1,0,0,1,0,0,1,1,0,67.39149,0,0,0,0,0,0,1,1,0
0,1,84596.35,8.402222,0,1,0,0,0,0,1,0,0,0,71.93473,0,1,1,0,1,0,0,0,1
0,1,35704.68,12.13201,0,1,0,0,1,0,1,0,1,1,60.18407,0,0,1,0,0,1,0,0,1
0,1,16649.73,6.824724,0,1,0,1,0,0,1,0,0,0,58.32931,0,1,1,0,0,1,0,0,0
0,2,22393.09,8.116704,0,1,1,0,1,1,0,1,1,0,50.05258,0,1,0,0,0,0,0,0,0
0,0,42617.19,8.850749,0,0,0,0,1,0,1,0,0,1,65.44764,0,0,1,1,0,0,0,1,0
0,1,25656.47,10.77254,0,1,1,0,1,0,0,1,0,0,68.65945,1,0,0,0,0,1,0,1,0
0,3,31780.88,7.779367,0,1,1,0,0,0,0,1,0,1,49.96921,0,1,0,1,0,0,0,1,0
0,1,62285.3,6.657385,0,1,0,0,0,0,1,0,0,1,70.78918,1,0,0,1,0,0,0,1,0
0,1,27052.82,12.05531,0,1,0,0,0,0,0,0,1,1,57.74783,0,1,0,1,0,0,0,0,1
0,2,23672.57,15.46065,0,0,0,0,0,1,0,0,0,1,53.77634,0,1,0,0,1,0,0,0,0
0,0,54073.62,11.16039,0,0,1,0,0,1,1,1,0,0,61.33997,0,1,1,0,0,0,1,1,0
0,0,9901.11,9.49165,1,1,0,1,1,1,0,1,1,0,66.47606,1,0,1,0,0,0,0,0,1
0,3,56591.47,7.924796,0,1,1,0,0,0,1,1,0,1,65.83332,1,0,0,0,0,1,0,1,0
0,1,44828.91,8.501293,1,1,1,0,1,0,0,1,0,0,42.31228,0,1,1,0,0,0,0,1,0
0,3,87243.94,11.52485,1,0,1,0,1,0,0,0,1,0,38.28807,0,0,1,0,0,0,0,1,0
0,1,44792.39,8.625992,1,1,1,0,0,1,0,0,1,0,49.90782,0,0,1,1,0,0,0,1,0
0,4,25315.11,12.11202,0,1,0,1,1,0,0,0,1,1,52.00223,0,1,0,0,0,1,0,0,1
0,3,60256.74,8.059137,0,1,1,0,1,0,1,1,1,1,55.26536,0,1,0,0,1,0,0,0,1
1,6,18020.93,9.609291,1,1,1,1,1,1,0,1,1,1,47.02878,0,1,0,0,0,1,0,1,0
0,4,38792.69,9.050694,0,1,0,0,1,0,1,0,1,1,57.76017,1,0,1,0,1,0,0,0,0
1,1,945.47,8.314029,0,0,1,0,1,0,1,0,1,0,58.23726,0,1,1,0,1,0,0,1,0
0,2,26451.48,9.17938,0,1,0,1,0,0,0,1,0,1,70.4859,1,0,0,1,0,0,0,1,0
0,1,36374.44,9.099766,0,1,0,1,1,0,0,1,1,1,67.82145,0,1,1,0,0,0,0,1,0
0,0,22871.91,9.241893,0,1,1,1,1,0,1,1,0,1,50.90725,0,1,0,0,0,0,1,0,0
0,1,36987.9,14.85701,0,1,0,0,0,1,1,0,0,0,48.20538,0,0,1,0,0,0,1,0,0
0,1,87206.32,12.65671,0,1,0,1,1,1,0,0,1,0,61.3125,0,0,1,0,1,0,0,1,0
0,1,44761.66,16.16919,2,1,0,0,0,0,0,1,0,0,60.25968,0,1,0,1,0,0,0,1,0
0,3,52354.35,4.939062,0,1,0,1,0,1,0,0,1,1,67.8576,0,0,0,0,1,0,0,1,0
0,2,34352.36,7.470028,0,1,1,1,0,0,1,0,0,1,51.55857,1,0,1,1,0,0,0,1,0
0,2,51591.16,15.17395,0,1,0,0,0,1,0,0,0,1,70.65651,0,1,0,0,0,0,1,0,0
0,2,14253.48,9.941965,0,1,0,0,1,1,0,1,1,1,59.23589,0,1,0,0,0,0,1,0,0
0,3,14474.74,15.72313,1,1,0,0,0,1,0,1,1,0,68.1383,1,0,0,0,0,0,1,1,0
0,7,81311.64,13.93608,0,1,0,1,0,1,0,1,0,1,59.27489,0,1,0,1,0,0,0,0,0
0,1,24925.09,10.20264,0,1,1,0,1,0,0,0,1,0,54.13164,1,0,0,0,0,0,1,0,1
0,0,28229.96,8.910387,1,1,0,0,0,1,0,0,0,1,49.8342,0,0,1,0,0,0,0,0,1
0,4,28554.11,9.52118,0,1,0,1,0,0,0,0,0,1,67.31834,0,1,0,1,0,0,0,1,0
0,2,7503.93,12.05761,0,1,0,1,1,0,0,1,1,1,50.33619,0,1,1,0,0,0,1,1,0
0,6,15548.43,10.80098,1,1,1,0,0,0,0,0,0,0,62.5003,1,0,0,0,0,0,1,0,1
0,3,39800.89,14.37339,0,1,1,0,1,0,0,1,0,0,38.54459,0,1,1,0,0,1,0,1,0
0,0,23513.42,11.21728,0,1,0,0,0,1,0,1,0,1,59.51288,0,1,1,0,0,1,0,1,0
0,3,60196.97,8.320959,1,1,1,0,1,0,1,1,0,0,53.46837,1,0,0,0,0,1,0,0,0
0,1,30352.63,9.34142,0,0,1,0,0,1,0,0,1,0,67.2235,0,1,0,0,1,0,0,1,0
0,0,60511.95,12.13357,0,1,0,0,0,0,0,1,0,1,62.16298,0,1,1,0,1,0,0,0,0
0,3,21198.04,15.29214,1,1,1,0,0,1,0,1,1,0,55.90679,0,1,0,0,0,0,1,0,0
0,1,36965.48,10.02068,1,1,0,0,1,1,0,0,1,1,63.04335,0,1,0,0,0,0,1,1,0
0,3,38139.38,12.64941,0,1,1,1,0,0,0,1,1,1,62.90729,0,0,0,1,0,0,0,1,0
0,0,46605.04,4.815435,0,1,1,0,1,1,1,0,0,0,63.42204,0,0,0,1,0,0,0,0,0
1,1,64212.33,12.25402,0,1,0,0,1,1,1,0,1,1,49.30275,1,0,0,1,0,0,0,1,0
0,4,12958.97,13.15864,1,1,0,0,0,0,1,1,1,1,70.72564,0,1,1,1,0,0,0,1,0
0,0,25702.76,3.143798,0,1,0,0,0,1,0,0,1,1,52.16336,1,0,1,0,1,0,0,1,0
0,0,57937.88,10.13562,0,1,1,1,1,0,1,0,0,1,65.52904,0,0,1,0,0,0,1,0,0
0,1,44565.15,8.432151,0,1,0,0,0,1,1,0,1,1,65.33592,0,0,0,0,0,0,1,1,0
0,0,30466.06,8.669616,0,0,0,0,1,1,0,1,1,0,68.96904,0,1,1,0,1,0,0,1,0
0,0,18848.82,10.31104,1,1,1,0,0,1,0,0,1,1,48.03427,0,0,1,0,0,0,0,1,0
0,0,9389.63,12.15902,0,1,1,1,1,0,0,1,1,1,61.38844,0,1,0,0,1,0,0,1,0
0,5,13663.98,12.57414,1,1,0,1,0,0,1,1,0,0,64.45957,0,1,1,0,1,0,0,0,1
0,0,51295.85,4.289739,0,1,0,1,0,0,1,0,0,0,57.08448,1,0,1,0,1,0,0,1,0
0,3,28986.88,13.7377,0,1,1,0,0,1,0,1,0,0,71.44192,0,0,1,0,0,1,0,1,0
0,3,67319.03,7.197183,1,1,1,0,0,1,0,0,0,1,57.37827,1,0,1,0,0,1,0,0,1
0,1,38343.18,13.03,0,1,1,0,0,1,1,1,0,1,63.96491,1,0,0,0,0,1,0,1,0
0,6,3308.31,9.696143,0,0,0,0,1,1,1,1,0,1,62.11401,0,1,0,0,0,0,0,1,0
0,6,28887.1,13.04317,1,1,0,1,1,1,1,0,0,1,48.49962,0,0,0,0,0,0,0,1,0
0,4,67999.24,8.564499,0,0,1,1,0,1,0,0,0,1,67.19559,0,0,1,0,1,0,0,1,0
0,1,47824.43,4.446464,0,1,0,1,1,1,0,1,0,1,62.40564,0,1,0,0,0,1,0,1,0
0,7,82263.4,10.6619,0,1,0,1,1,0,1,0,0,0,57.49209,1,0,0,1,0,0,0,0,1
1,3,22610.64,10.04493,0,1,1,0,1,1,0,1,1,1,67.16512,0,1,0,0,0,1,0,1,0
0,3,29516.52,4.071444,2,0,0,0,0,1,1,0,0,0,67.11808,1,0,0,0,0,1,0,0,0
0,2,60915.52,9.039072,1,1,0,1,1,0,0,0,1,1,62.01898,0,1,1,0,0,0,1,1,0
0,4,69785.23,14.24574,2,1,0,0,0,0,0,1,1,1,64.8122,0,1,0,1,0,0,0,1,0
1,4,8316.09,15.17632,0,1,1,0,1,0,0,1,1,1,64.26152,1,0,1,0,0,1,0,1,0
0,0,13238.2,12.39145,0,1,0,0,0,0,0,1,1,0,68.68481,0,1,0,0,0,0,0,1,0
0,0,34209.19,6.413823,0,1,1,0,0,0,0,0,0,1,65.64814,0,1,0,0,0,1,0,0,0
0,2,44343.75,9.817377,2,0,0,0,1,0,1,0,0,1,70.634,0,1,0,0,0,1,0,0,0
0,4,44669.47,3.521663,0,1,0,1,1,0,0,0,1,0,58.64675,1,0,0,0,0,0,1,1,0
0,0,22773.12,7.184528,1,1,0,1,1,1,1,0,1,0,58.52603,0,1,0,0,0,1,0,0,0
0,1,16185.46,12.0769,0,1,0,0,0,0,0,1,0,1,69.78436,0,1,0,0,0,0,1,1,0
0,1,77445.52,5.725979,0,1,1,1,0,1,0,0,0,1,57.81671,0,1,1,0,0,0,0,0,0
0,0,96339.25,10.17641,0,1,0,1,0,1,1,0,0,1,56.54286,0,1,0,0,1,0,0,0,0
0,2,54079.21,7.362249,0,1,1,0,0,1,0,0,0,0,59.6877,0,0,1,0,1,0,0,1,0
0,0,14788.19,14.82937,1,1,0,1,1,0,1,0,0,0,71.08539,0,1,1,0,1,0,0,0,0
0,1,50705.77,12.9098,0,1,1,0,1,1,1,1,0,1,45.18454,0,0,1,1,0,0,0,1,0
0,1,5871.1,4.141424,0,1,0,0,0,0,1,0,1,1,64.16494,0,0,0,0,0,1,0,1,0
0,0,94076.08,7.605146,1,0,1,1,0,0,0,0,1,0,44.81075,1,0,1,0,0,0,0,0,0
0,2,23553.3,9.146769,1,1,0,0,0,1,0,0,0,0,60.9767,0,1,0,0,0,0,0,0,1
0,1,44541.99,9.06755,0,1,0,1,0,0,1,1,0,0,51.32084,0,0,0,0,0,0,0,1,0
0,3,35696.39,17.38034,0,1,1,0,1,0,0,1,0,0,47.4558,0,0,1,0,1,0,0,1,0
0,1,18273.34,10.19528,0,1,0,1,0,0,1,1,1,1,65.73734,0,1,0,0,0,0,1,0,0
0,2,80683.44,11.77618,0,1,0,0,1,1,0,1,0,1,58.60767,0,1,0,1,0,0,0,0,1
0,1,12125.2,2.864423,0,1,0,1,1,1,0,0,1,1,71.9076,0,0,0,0,0,0,1,0,1
0,0,32332.63,11.82086,0,1,0,0,0,0,0,0,0,1,51.17826,0,1,0,0,0,1,0,0,0
0,2,31680.79,11.12098,2,0,0,1,0,0,0,1,0,1,63.05008,0,1,1,0,0,0,1,0,0
0,1,46701.02,6.071604,0,1,1,1,0,0,0,1,1,1,43.2487,0,1,0,0,0,1,0,1,0
0,4,10311.58,8.315119,0,1,0,0,0,0,0,0,0,1,38.71974,0,1,1,0,0,0,1,1,0
0,1,76301.97,9.058356,0,1,0,0,1,0,1,1,1,0,69.05558,1,0,0,1,0,0,0,1,0
0,1,32105.64,12.78937,1,1,0,1,1,0,0,1,1,1,56.09481,1,0,0,1,0,0,0,0,1
1,3,100029.1,16.1971,0,1,0,0,0,0,0,1,1,1,41.8312,1,0,0,0,0,0,1,1,0
0,3,6754.71,8.381855,0,1,0,0,0,1,1,0,0,0,65.33504,0,0,1,0,1,0,0,0,0
0,0,40810.36,7.466966,0,1,0,1,1,0,1,0,0,0,71.03451,0,0,1,0,0,1,0,0,0
0,3,9395.57,10.69919,0,1,0,1,0,0,1,0,1,1,71.79134,0,1,1,0,0,0,1,0,0
0,1,36531.81,13.73892,0,1,1,0,0,0,1,1,1,0,64.48138,1,0,0,1,0,0,0,1,0
0,0,13883.75,8.718083,0,1,1,0,1,1,0,1,0,0,52.98075,0,1,0,0,0,1,0,0,0
0,0,17018.27,11.55215,0,0,0,0,1,0,1,1,1,0,64.41881,0,1,0,1,0,0,0,1,0
0,0,73130.15,9.172161,0,1,0,0,1,0,0,0,0,1,62.84931,0,0,0,1,0,0,0,0,0
0,0,95564.57,8.103596,0,1,0,1,1,1,1,0,0,1,59.86174,1,0,1,0,0,0,1,1,0
0,4,30931.95,8.038547,0,1,1,1,0,0,0,0,1,1,59.2505,1,0,0,0,0,1,0,0,0
0,0,47159.92,12.98739,0,1,1,0,0,1,0,1,1,0,66.00861,0,0,1,0,0,0,1,1,0
0,1,13039.56,10.92729,0,1,0,0,1,0,0,0,1,1,41.09169,0,1,1,0,0,0,1,0,1
0,0,47659.53,9.840486,0,1,0,1,0,1,1,1,1,1,52.98033,1,0,1,1,0,0,0,0,1
0,0,58762,11.03118,0,1,0,0,0,0,1,1,1,0,58.67143,0,1,1,0,1,0,0,0,1
0,3,22326.55,10.51705,0,1,1,1,0,1,0,0,0,0,40.35976,0,1,0,0,1,0,0,1,0
0,0,50525.18,9.835454,0,1,1,1,0,1,1,0,1,0,61.02521,1,0,0,0,0,1,0,0,0
0,3,38259.59,10.94626,0,1,1,1,1,1,1,1,1,0,58.2745,1,0,0,0,0,0,1,0,0
0,6,48478.65,6.224191,0,1,0,0,1,0,0,0,1,0,65.49323,1,0,1,0,1,0,0,0,0
0,4,14208.46,10.42188,0,1,0,0,1,1,1,0,0,1,62.79035,0,0,0,0,0,1,0,1,0
0,1,62758.96,11.67521,0,1,1,1,0,1,0,0,1,1,41.58309,0,1,0,0,0,0,1,1,0
0,0,58834.68,8.796769,1,1,0,1,0,0,0,1,0,1,48.29494,0,0,1,0,0,1,0,0,1
0,4,42887.04,7.539443,2,1,0,0,0,0,0,0,1,1,43.00021,0,1,0,0,1,0,0,1,0
0,1,17824.03,11.96892,0,1,0,0,0,0,1,0,0,1,67.91991,1,0,0,0,1,0,0,1,0
0,1,42700.87,15.71134,1,0,1,1,1,1,1,0,0,1,60.40651,0,0,1,0,0,1,0,1,0
0,1,50308.74,16.29437,0,1,0,0,0,1,0,0,0,1,68.83272,0,1,1,0,1,0,0,1,0
1,0,39441.87,6.388387,1,1,1,1,1,0,1,1,1,1,57.27044,1,0,1,0,0,1,0,1,0
0,4,28253.53,8.305023,1,1,0,1,1,0,1,0,1,0,59.43102,0,1,0,0,0,1,0,0,1
0,0,41893.09,4.545308,0,1,0,0,1,1,0,1,0,1,61.47987,0,1,0,0,0,1,0,0,1
0,3,38691.22,14.09089,0,1,0,0,0,1,1,0,1,1,49.7446,1,0,0,0,0,0,0,0,0
0,0,19354.83,6.473077,0,1,0,0,1,1,0,1,1,0,60.81561,0,1,1,1,0,0,0,1,0
0,6,46288.04,5.375651,1,1,0,1,1,1,0,0,0,0,60.5779,1,0,0,0,1,0,0,1,0
0,0,32255.86,10.0547,0,0,0,1,1,0,1,1,1,0,55.31656,0,1,1,0,1,0,0,1,0
0,2,47145.15,6.182063,0,1,0,0,0,0,0,1,0,0,63.30929,0,1,0,0,0,0,0,0,1
0,2,54548.92,9.987264,2,1,0,1,0,0,0,1,1,1,60.87582,0,1,0,0,0,1,0,1,0
0,0,48724.89,12.87371,0,1,1,0,1,0,1,1,1,1,66.0517,0,0,0,0,0,0,1,0,1
0,0,11566.91,6.888013,0,1,1,1,0,1,0,0,0,1,57.31571,0,1,1,0,0,0,0,1,0
0,0,9362.64,12.49043,0,1,1,0,1,1,0,0,1,1,58.97505,1,0,0,1,0,0,0,0,1
0,3,28251.23,6.038077,0,1,0,1,1,1,1,0,1,1,70.56358,1,0,1,0,1,0,0,1,0
0,0,67379,10.444,0,1,1,0,0,0,0,0,0,1,56.20378,0,0,1,0,0,0,1,0,0
0,1,23794.39,9.368647,1,1,0,1,1,1,0,1,0,1,60.15898,0,1,0,0,1,0,0,1,0
0,4,32631.96,9.687778,0,1,0,1,1,0,1,0,1,1,61.84801,0,1,0,0,0,1,0,0,1
0,1,61763.76,8.187755,0,1,1,1,0,1,0,0,0,0,56.9978,1,0,1,0,0,0,1,1,0
0,3,27857.09,5.365486,1,1,0,0,1,1,0,1,0,0,66.7449,1,0,0,0,0,1,0,1,0
0,6,24721.14,7.323119,0,1,0,0,0,0,1,0,1,1,65.29309,1,0,1,0,0,0,0,0,0
0,4,51899.15,5.072082,0,1,0,0,0,0,1,0,0,1,58.05485,0,1,1,1,0,0,0,1,0
0,0,54397.09,12.96235,1,1,1,0,0,1,0,1,0,1,56.79909,0,0,1,0,0,1,0,1,0
0,2,21145.92,12.02273,2,1,0,1,1,1,0,0,0,0,71.93174,1,0,0,0,0,0,0,1,0
0,2,48863.25,9.966641,1,1,1,1,1,0,1,0,0,0,59.85396,0,1,0,0,0,0,1,0,0
1,2,14976,8.297271,1,1,1,0,0,1,1,0,1,1,69.32327,1,0,0,0,0,0,0,1,0
0,3,17885.01,7.935437,0,1,1,0,1,0,0,0,0,0,61.0911,1,0,1,0,0,0,1,0,1
0,2,69163.69,4.150543,0,1,0,1,1,0,0,0,1,0,64.91322,0,1,0,1,0,0,0,1,0
0,0,72121.31,7.291041,0,1,1,0,0,1,0,1,1,1,67.93291,0,1,0,1,0,0,0,0,1
0,3,16055.06,3.492741,1,1,0,0,1,0,0,0,1,1,47.64072,0,1,1,0,0,0,1,1,0
0,1,28377.8,6.516318,1,1,0,0,0,0,1,1,0,0,71.3084,0,0,1,0,0,0,0,0,1
0,0,73776.62,12.92975,0,1,0,0,0,0,1,1,1,1,65.21792,0,0,0,0,1,0,0,1,0
0,0,23445.49,8.435589,1,1,1,0,0,0,0,0,1,0,48.98002,0,0,1,0,0,0,0,1,0
0,1,44990.6,7.534976,1,1,0,1,0,1,1,0,1,0,71.71986,0,1,0,0,0,1,0,1,0
0,4,10568.63,14.19495,0,1,0,0,0,0,1,1,0,0,67.1766,1,0,0,0,1,0,0,1,0
0,1,38381.92,10.6514,0,1,0,1,0,0,1,1,1,1,61.91778,0,1,1,0,0,0,1,0,1
0,2,29547.56,11.08317,1,1,1,1,0,1,0,0,0,1,41.94323,1,0,1,0,1,0,0,0,1
0,4,11962.55,9.519194,0,1,0,0,0,1,0,0,1,1,50.58158,0,0,1,0,0,0,1,0,0
1,1,43120.73,11.4493,0,1,1,0,0,0,0,1,1,1,57.40724,1,0,1,0,0,0,1,1,0
