Customer_id,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
Y847136,DSL,Yes,No,No,No,Yes,No,Yes,Yes
V631811,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,No
X536194,None,Yes,No,No,Yes,Yes,No,Yes,No
R610483,DSL,Yes,Yes,No,Yes,No,No,No,Yes
I280791,None,Yes,No,No,No,Yes,No,No,No
O53194,Fiber Optic,Yes,No,Yes,No,No,No,No,No
E362042,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,Yes
B681069,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes
I503010,DSL,Yes,Yes,No,No,No,No,No,No
K601905,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No
L780882,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No
F585888,DSL,Yes,Yes,No,Yes,No,Yes,Yes,No
H465886,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes
I212572,Fiber Optic,Yes,No,No,No,No,No,Yes,No
C505943,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes
B528021,DSL,Yes,Yes,No,No,Yes,No,Yes,No
Z793842,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes
I554872,None,Yes,Yes,Yes,No,No,No,Yes,Yes
P128852,None,Yes,Yes,No,Yes,Yes,Yes,No,No
M219501,DSL,Yes,No,Yes,No,No,No,No,No
J944618,DSL,Yes,No,No,Yes,Yes,Yes,No,Yes
K583426,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes
S642768,DSL,Yes,No,No,No,Yes,No,No,Yes
Z763537,None,Yes,Yes,Yes,Yes,No,Yes,No,No
M133607,None,Yes,No,No,No,Yes,Yes,No,Yes
W76223,Fiber Optic,No,No,No,Yes,Yes,No,Yes,Yes
O84683,None,Yes,Yes,No,No,Yes,No,No,Yes
H626146,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,Yes
I486808,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No
Z141456,Fiber Optic,Yes,No,Yes,No,No,Yes,Yes,No
O735785,DSL,Yes,No,Yes,No,No,Yes,No,No
L599775,None,Yes,Yes,No,No,Yes,No,Yes,No
D995911,DSL,Yes,Yes,No,No,Yes,No,No,No
S895247,DSL,Yes,Yes,No,No,Yes,Yes,Yes,No
X733965,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,No
A919620,None,Yes,No,Yes,Yes,Yes,Yes,No,No
D578489,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No
H916308,None,No,Yes,Yes,No,Yes,No,No,No
B113838,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes
Z265529,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,No
U136415,DSL,Yes,No,Yes,Yes,No,Yes,No,No
C120688,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes
G651788,Fiber Optic,Yes,No,No,No,Yes,No,No,No
C504568,DSL,No,Yes,No,No,Yes,No,Yes,Yes
D728533,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes
A127324,DSL,No,No,No,No,Yes,Yes,No,No
O284332,Fiber Optic,Yes,No,Yes,Yes,No,No,No,Yes
C834935,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes
E273995,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes
I123452,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes
O212620,Fiber Optic,Yes,Yes,No,No,No,No,No,No
E323139,DSL,Yes,Yes,No,No,No,Yes,No,No
J397165,Fiber Optic,No,No,No,Yes,No,Yes,No,No
Q785217,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No
P349597,DSL,Yes,No,Yes,Yes,No,No,No,Yes
T972317,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,Yes
J268204,Fiber Optic,Yes,No,No,No,No,No,Yes,No
C677416,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,No
U207712,Fiber Optic,Yes,No,Yes,No,Yes,Yes,No,No
W933344,None,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
E134219,DSL,Yes,No,No,No,No,No,No,Yes
I388298,None,Yes,No,Yes,No,No,No,No,Yes
X425987,None,Yes,Yes,No,No,Yes,No,No,No
J368153,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes
B368985,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,Yes
N262165,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,No
Q359482,None,Yes,Yes,No,Yes,Yes,Yes,Yes,No
V499414,None,Yes,No,No,No,No,Yes,No,Yes
I87541,DSL,No,Yes,Yes,No,No,No,No,Yes
L559398,Fiber Optic,Yes,No,No,No,Yes,No,No,No
L371305,None,Yes,No,Yes,No,No,Yes,Yes,No
T161115,None,Yes,Yes,No,Yes,Yes,Yes,No,Yes
C279290,None,Yes,Yes,No,Yes,No,No,Yes,No
M267477,Fiber Optic,Yes,No,Yes,No,No,Yes,Yes,Yes
T31369,Fiber Optic,Yes,No,No,No,No,Yes,Yes,No
Z353889,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,No
H710205,DSL,Yes,No,No,Yes,No,Yes,No,Yes
L387243,DSL,Yes,No,Yes,No,No,Yes,Yes,No
S62594,None,Yes,No,Yes,Yes,Yes,No,No,Yes
P914552,Fiber Optic,Yes,No,No,No,No,No,No,No
V315176,Fiber Optic,No,No,Yes,No,No,No,Yes,No
Q221326,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Yes
U859222,DSL,Yes,No,No,Yes,Yes,Yes,Yes,No
R536449,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes
I239753,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,Yes
L708602,Fiber Optic,Yes,No,No,No,No,No,No,No
T549865,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes
V506373,DSL,Yes,No,Yes,Yes,No,No,Yes,Yes
Y89363,None,Yes,Yes,Yes,No,Yes,No,Yes,Yes
A313674,None,Yes,No,Yes,No,No,No,No,Yes
A118391,DSL,Yes,No,No,No,No,No,Yes,Yes
G302426,None,Yes,No,No,No,Yes,Yes,No,No
P164452,None,Yes,No,Yes,Yes,No,Yes,No,No
F531400,None,Yes,No,No,Yes,Yes,No,Yes,Yes
S879827,Fiber Optic,Yes,No,Yes,No,No,Yes,No,Yes
U472120,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes
T729357,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No
A132981,DSL,Yes,Yes,No,No,Yes,No,Yes,No
Z703146,Fiber Optic,No,No,No,Yes,No,Yes,Yes,Yes
K792745,None,Yes,No,No,Yes,No,No,No,No
C678911,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No
E137862,DSL,Yes,Yes,Yes,No,No,No,No,Yes
G650313,None,Yes,Yes,No,No,Yes,No,Yes,Yes
P899179,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes
N683208,Fiber Optic,Yes,No,No,No,No,Yes,No,No
K970487,Fiber Optic,No,Yes,No,No,Yes,No,Yes,Yes
X860092,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No
D377681,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes
W666781,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes
D151650,None,Yes,No,No,Yes,No,Yes,No,No
M716527,DSL,No,No,No,No,Yes,Yes,Yes,Yes
E54750,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,No
W683622,None,Yes,Yes,Yes,No,Yes,Yes,No,No
N796511,None,Yes,No,No,No,No,No,No,No
S411424,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Yes
E874108,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
L574611,DSL,Yes,No,No,Yes,No,No,No,Yes
A787794,None,Yes,No,No,Yes,Yes,Yes,No,No
S146198,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes
F673514,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,Yes
R863246,None,Yes,No,Yes,No,No,No,Yes,No
L864050,Fiber Optic,Yes,No,No,No,No,No,No,Yes
I445597,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No
Y430845,DSL,Yes,No,No,No,No,Yes,No,No
F516719,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes
N136593,None,No,Yes,Yes,Yes,Yes,Yes,No,No
D861252,DSL,Yes,No,Yes,No,No,No,Yes,No
M853509,Fiber Optic,Yes,No,No,No,Yes,No,No,No
D843552,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes
P961504,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
A457009,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,Yes
C68339,None,Yes,No,No,No,No,No,Yes,Yes
C142453,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,No
E332398,None,Yes,No,Yes,Yes,Yes,Yes,No,No
X693531,DSL,Yes,No,No,No,Yes,Yes,No,Yes
V571379,DSL,Yes,Yes,No,No,No,No,No,No
L435243,None,Yes,Yes,Yes,No,Yes,Yes,Yes,No
O651128,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes
A432414,DSL,Yes,No,Yes,Yes,Yes,No,No,No
W701345,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes
R593691,Fiber Optic,No,No,Yes,Yes,No,Yes,Yes,Yes
K243842,Fiber Optic,Yes,No,No,No,No,No,Yes,No
L315508,DSL,Yes,Yes,No,Yes,No,No,No,Yes
W925936,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes
A263401,Fiber Optic,Yes,No,Yes,No,No,No,Yes,Yes
P96900,None,Yes,Yes,No,Yes,No,Yes,Yes,Yes
T75528,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,No
Z949431,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes
A972815,None,Yes,No,No,No,Yes,No,No,No
O979346,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Yes
C385943,None,Yes,No,No,Yes,No,No,Yes,No
N452057,None,Yes,Yes,No,No,No,No,No,No
I969152,None,Yes,Yes,Yes,No,Yes,No,No,Yes
R339976,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,No
R918917,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,Yes
U207706,DSL,Yes,Yes,Yes,No,Yes,No,No,No
A367660,Fiber Optic,Yes,No,No,No,Yes,Yes,No,No
M639861,DSL,Yes,No,No,Yes,Yes,No,Yes,No
Z241905,DSL,Yes,No,No,No,No,Yes,No,Yes
W128349,Fiber Optic,Yes,No,No,No,No,Yes,No,No
R132582,None,Yes,Yes,No,No,Yes,No,Yes,No
A384618,DSL,Yes,No,Yes,Yes,Yes,No,No,No
T814173,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,No,No
H251318,DSL,Yes,Yes,No,No,Yes,Yes,No,Yes
C852951,DSL,Yes,Yes,No,Yes,No,No,No,No
F666864,Fiber Optic,Yes,No,Yes,Yes,No,No,No,Yes
S189197,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes
Q275471,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes
L339318,None,Yes,No,No,No,No,Yes,Yes,No
N572936,None,Yes,No,No,No,No,Yes,Yes,Yes
M244914,None,Yes,Yes,No,No,No,No,No,Yes
Q482787,DSL,Yes,Yes,No,No,No,No,Yes,No
J139961,Fiber Optic,Yes,No,Yes,No,Yes,Yes,No,Yes
B169359,DSL,Yes,No,No,No,No,Yes,Yes,No
M404332,Fiber Optic,Yes,No,Yes,No,No,Yes,Yes,Yes
H339217,DSL,No,Yes,Yes,Yes,No,No,Yes,Yes
S472625,DSL,Yes,Yes,Yes,No,Yes,No,No,No
S352716,None,Yes,No,No,No,Yes,No,No,Yes
K833093,DSL,Yes,No,No,No,No,Yes,No,Yes
E324070,DSL,Yes,Yes,No,No,No,No,Yes,Yes
Q890961,DSL,Yes,No,No,Yes,Yes,Yes,No,Yes
L740934,DSL,Yes,No,No,Yes,Yes,No,No,No
V310965,DSL,Yes,Yes,Yes,No,No,No,No,No
F758869,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No
D970501,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No
U997168,None,Yes,Yes,No,No,Yes,No,No,Yes
V423542,None,Yes,Yes,Yes,No,No,No,No,No
A213804,DSL,Yes,No,No,Yes,No,No,No,Yes
I251400,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,Yes
H399454,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,No
H634047,DSL,Yes,No,No,No,Yes,No,Yes,No
Z578102,DSL,Yes,Yes,Yes,No,Yes,No,Yes,Yes
U135613,DSL,Yes,Yes,No,No,No,No,No,Yes
H575679,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,Yes
C667596,Fiber Optic,No,Yes,No,Yes,No,No,Yes,No
Z129369,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes
O753379,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No
U429147,None,Yes,Yes,No,No,Yes,No,No,No
L212613,Fiber Optic,Yes,No,No,No,No,Yes,Yes,No
X130775,None,Yes,No,No,No,Yes,No,No,No
L306709,None,Yes,Yes,Yes,No,No,No,Yes,No
R310574,DSL,Yes,No,Yes,No,No,No,No,Yes
R850000,DSL,Yes,Yes,No,Yes,No,No,Yes,No
F765325,Fiber Optic,Yes,No,No,Yes,No,No,No,No
P925816,DSL,Yes,No,No,No,Yes,Yes,Yes,No
O466793,None,Yes,No,No,Yes,No,No,Yes,No
G795070,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No
E890386,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes
F869236,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
Y753053,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No
O230445,Fiber Optic,Yes,No,No,No,No,No,No,Yes
O122056,DSL,No,Yes,No,No,Yes,Yes,No,No
A525629,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No
X446895,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes
H66365,DSL,Yes,No,Yes,Yes,No,No,Yes,No
Z659653,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,Yes
J450763,Fiber Optic,Yes,No,No,Yes,No,Yes,No,No
M258307,None,No,Yes,No,No,No,Yes,Yes,No
L27213,DSL,Yes,Yes,No,No,Yes,Yes,No,No
W410295,DSL,Yes,No,No,Yes,No,No,No,No
W193877,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes
Y990932,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes
U391523,None,Yes,No,No,No,Yes,No,Yes,No
U367869,None,Yes,No,No,No,No,Yes,No,Yes
D831335,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,Yes
J168263,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
X196120,None,Yes,No,Yes,Yes,Yes,No,No,Yes
N958016,Fiber Optic,Yes,No,No,No,Yes,No,No,No
Q825819,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes
D458687,None,No,Yes,Yes,Yes,Yes,No,No,No
T65197,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes
L937805,None,Yes,Yes,Yes,No,No,No,Yes,Yes
S281186,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes
T718168,DSL,Yes,Yes,No,No,Yes,No,No,Yes
G799648,DSL,Yes,Yes,Yes,Yes,No,No,No,No
G745212,None,Yes,Yes,No,No,Yes,No,No,Yes
G121569,None,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
H974723,DSL,Yes,Yes,No,Yes,No,No,Yes,No
U432834,DSL,Yes,No,Yes,No,No,Yes,Yes,No
K700875,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,No
V306665,None,Yes,Yes,Yes,No,No,No,No,Yes
G44432,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,No
I907492,None,Yes,No,No,No,Yes,No,No,Yes
R361159,Fiber Optic,Yes,No,No,No,Yes,Yes,No,No
F520698,Fiber Optic,No,Yes,No,Yes,No,No,No,No
J511617,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes
B133945,Fiber Optic,Yes,Yes,No,No,No,Yes,No,No
J949772,DSL,Yes,No,Yes,Yes,No,No,No,No
S951933,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes
V136458,DSL,Yes,No,No,Yes,No,No,Yes,No
N140958,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,No
J154409,Fiber Optic,No,No,Yes,No,Yes,No,No,No
Q122695,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,No
W837004,None,Yes,No,No,No,No,No,No,No
D721433,DSL,Yes,No,No,No,Yes,Yes,Yes,No
D604034,DSL,No,No,No,Yes,No,No,Yes,No
X487182,DSL,Yes,No,Yes,No,No,Yes,Yes,No
H840567,DSL,Yes,No,No,No,Yes,No,No,No
B593910,DSL,No,Yes,No,Yes,Yes,No,Yes,Yes
V492124,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,No
B506027,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,No,Yes
Y266994,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes
I510751,DSL,Yes,Yes,Yes,No,No,No,No,Yes
B369234,Fiber Optic,Yes,No,No,No,Yes,Yes,No,No
Q252222,DSL,No,Yes,No,No,No,No,No,Yes
F44875,DSL,Yes,Yes,No,No,No,Yes,No,Yes
Y543283,DSL,Yes,Yes,Yes,No,No,No,No,Yes
G248257,None,Yes,Yes,No,No,No,No,No,No
W355571,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,No
X989153,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes
N767421,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes
I646532,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,Yes
F303016,None,Yes,No,No,Yes,Yes,Yes,Yes,No
S437736,DSL,Yes,Yes,No,No,No,No,Yes,No
A170090,DSL,Yes,No,No,Yes,Yes,Yes,No,No
H685776,DSL,Yes,No,No,No,No,Yes,Yes,No
P420352,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No
X293202,DSL,Yes,No,Yes,No,Yes,Yes,Yes,No
P387565,Fiber Optic,Yes,No,Yes,Yes,No,No,No,No
B609039,DSL,Yes,No,No,No,No,Yes,Yes,No
Y874309,DSL,Yes,No,No,Yes,No,No,No,No
A448006,DSL,Yes,No,Yes,No,Yes,No,Yes,No
C250962,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,Yes
P987255,DSL,Yes,No,Yes,No,Yes,No,No,No
M704449,None,Yes,Yes,No,Yes,No,No,No,No
Z648344,Fiber Optic,Yes,No,No,No,No,No,No,No
G885667,DSL,No,Yes,No,No,No,No,No,Yes
Y832314,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
P869138,None,Yes,No,No,No,No,No,Yes,Yes
X419185,DSL,Yes,No,No,Yes,No,No,No,No
M85777,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No
P780569,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes
Y614522,None,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
H134108,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes
D07038,DSL,Yes,No,Yes,Yes,Yes,No,No,No
Y246812,DSL,Yes,No,No,Yes,No,No,Yes,No
F153950,Fiber Optic,Yes,No,Yes,No,No,No,No,No
F866945,DSL,Yes,No,No,Yes,Yes,Yes,No,No
Q474525,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,Yes
W472413,DSL,Yes,Yes,No,Yes,No,Yes,Yes,No
W503853,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No
S330548,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No
S229939,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes
T860300,None,Yes,No,No,No,No,No,No,Yes
A504244,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Z247975,None,Yes,No,No,No,Yes,No,No,Yes
O647062,DSL,Yes,No,No,No,No,No,No,Yes
D821426,Fiber Optic,Yes,No,No,No,No,No,Yes,No
H998951,None,Yes,No,No,Yes,No,No,No,No
S677114,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes
I647064,None,No,No,Yes,No,No,Yes,Yes,No
U707324,DSL,Yes,No,Yes,No,Yes,No,No,No
C501850,Fiber Optic,No,Yes,No,Yes,Yes,No,No,No
C941787,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No
A878705,None,Yes,No,Yes,Yes,No,No,No,No
F232302,Fiber Optic,Yes,No,No,No,No,No,No,No
B908324,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes
I749108,None,No,Yes,Yes,Yes,Yes,Yes,No,No
F781849,DSL,No,Yes,No,No,Yes,No,No,No
U880816,None,Yes,No,No,No,No,No,Yes,Yes
D379784,None,Yes,Yes,Yes,No,No,Yes,No,No
N222901,DSL,Yes,No,Yes,No,No,No,Yes,No
C355455,Fiber Optic,Yes,No,No,No,No,No,No,Yes
L221272,Fiber Optic,No,No,No,No,No,No,No,No
Z110883,None,Yes,No,No,No,No,No,Yes,No
W215581,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,No
F639139,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,No
Y274817,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes
B599924,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,No
Q156955,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes
Z93707,DSL,Yes,No,No,No,No,Yes,No,No
J830447,DSL,Yes,Yes,No,No,No,Yes,Yes,No
E101547,None,No,Yes,Yes,Yes,Yes,Yes,No,No
G591541,Fiber Optic,Yes,No,No,Yes,No,Yes,No,Yes
R163571,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No
O386511,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes
U110716,DSL,Yes,Yes,No,Yes,No,No,No,Yes
W82909,DSL,Yes,No,No,Yes,Yes,Yes,Yes,No
X467466,None,Yes,No,Yes,Yes,Yes,No,No,No
Y336186,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes
H536623,Fiber Optic,Yes,No,No,No,No,Yes,No,No
G192124,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes
P809833,DSL,Yes,No,No,No,Yes,No,No,No
F471471,None,Yes,Yes,No,No,No,No,Yes,No
R121075,Fiber Optic,Yes,No,Yes,No,Yes,Yes,No,Yes
C810201,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes
B850916,Fiber Optic,Yes,No,No,No,No,No,No,Yes
I151500,DSL,Yes,No,No,No,Yes,No,Yes,No
N556313,DSL,Yes,No,No,Yes,No,No,Yes,No
J792483,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes
G238388,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,No
N712814,None,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
I44165,DSL,Yes,No,No,No,Yes,No,No,Yes
E527910,DSL,Yes,No,Yes,No,Yes,Yes,No,Yes
T749981,None,Yes,No,No,No,Yes,No,Yes,Yes
W18766,DSL,Yes,No,No,No,No,Yes,Yes,No
T880836,DSL,Yes,No,No,Yes,No,No,No,No
S472749,None,Yes,Yes,Yes,No,Yes,Yes,Yes,No
D768103,None,Yes,No,No,Yes,No,Yes,Yes,No
S583760,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes
N884662,None,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
D64280,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Yes
Q490945,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,Yes
U939454,DSL,Yes,Yes,Yes,No,No,Yes,No,No
M534902,None,No,No,No,Yes,Yes,No,No,No
Y525221,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,Yes
F144031,Fiber Optic,Yes,No,No,No,Yes,No,No,No
P245137,None,Yes,No,Yes,No,No,No,No,No
Z769036,DSL,Yes,No,No,Yes,Yes,Yes,No,No
J383885,None,Yes,Yes,No,No,Yes,No,Yes,No
J218288,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes
P974421,DSL,Yes,No,No,No,No,No,Yes,Yes
D127586,Fiber Optic,Yes,No,Yes,No,No,Yes,Yes,Yes
F905282,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes
Z583218,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No
R892929,None,Yes,Yes,No,Yes,Yes,Yes,Yes,No
I164804,None,Yes,No,No,Yes,No,Yes,No,Yes
A458941,None,Yes,Yes,No,No,Yes,No,Yes,No
O86238,None,No,No,No,No,No,Yes,Yes,No
H682725,None,Yes,No,No,Yes,No,Yes,No,No
W564094,DSL,Yes,No,No,Yes,Yes,No,No,No
L145038,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,No
N709490,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,No
Q100782,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No
F100864,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
L447145,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,No
V226473,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,No
O821312,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No
K511596,DSL,Yes,No,No,Yes,No,Yes,Yes,No
B674121,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No
N215533,DSL,No,No,No,Yes,No,No,Yes,Yes
Y751369,DSL,No,No,No,Yes,No,Yes,Yes,No
T817900,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,No
N517426,None,Yes,Yes,Yes,No,Yes,No,No,No
G374414,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,No
W513562,DSL,Yes,No,Yes,Yes,No,Yes,No,No
Z826011,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,No
H107535,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes
W221502,DSL,Yes,No,Yes,Yes,Yes,No,No,No
H652696,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
Q597296,DSL,Yes,No,No,Yes,No,No,No,No
Q903534,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No
M643197,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,No
N11561,Fiber Optic,Yes,No,Yes,Yes,No,No,No,No
V859534,DSL,Yes,Yes,No,No,No,No,Yes,No
Z761158,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes
X592304,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No
Q404599,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,No
C627306,DSL,Yes,Yes,No,No,No,Yes,No,Yes
S91616,DSL,Yes,No,No,No,Yes,Yes,No,No
B340121,DSL,Yes,Yes,Yes,No,Yes,No,No,No
Y50346,Fiber Optic,Yes,Yes,No,No,No,No,No,No
B950331,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,No
Q505376,DSL,Yes,No,No,No,Yes,No,Yes,No
V927165,DSL,Yes,Yes,No,No,No,Yes,No,Yes
J902839,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No
I729264,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,No
J278669,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No
I738876,Fiber Optic,Yes,No,Yes,No,No,Yes,No,No
