CustomerID,City,State,Zip_Code,Age,Gender,Senior_Citizen,Marital,Dependents,Tenure_Months,Phone,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Churn
7005-CYUIL,Delong,IN,46922,56,Female,Yes,Yes,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,99.4,No
4821-WQOYN,Indianapolis,IN,46222,30,Female,No,Yes,Yes,72,Yes,No,None,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),20.1,No
4730-AWNAU,Terre Haute,IN,47805,21,Male,No,Yes,No,36,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),60.7,No
3452-FLHYD,Winslow,IN,47598,46,Male,No,Yes,No,25,Yes,No,None,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),20.95,No
2388-LAESQ,Unionville,IN,47468,26,Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.85,No
9531-NSBMR,Pittsboro,IN,46167,52,Female,No,No,No,36,Yes,No,None,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),19.25,No
6260-ONULR,Rome,IN,47574,30,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,62.8,No
4389-UEFCZ,Troy,IN,47588,59,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,105.5,No
8711-LOBKY,Newtown,IN,47969,49,Male,No,Yes,Yes,59,Yes,No,None,No,No,No,No,No,No,Two year,No,Mailed check,19.85,No
8985-OOPOS,Farmland,IN,47340,63,Female,No,No,No,1,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),74.1,No
8800-ZKRFW,Nineveh,IN,46164,45,Female,No,Yes,Yes,30,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.5,No
2616-FLVQC,Stendal,IN,47585,59,Male,No,No,No,64,Yes,No,None,No,No,No,No,No,No,Two year,No,Mailed check,19.55,No
9968-FFVVH,Elwood,IN,46036,30,Male,No,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),68.8,No
3108-PCCGG,Cross Plains,IN,47017,26,Male,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),84.45,No
8390-FESFV,Liberty Mills,IN,46946,47,Female,No,No,No,62,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),84.5,No
3022-BEXHZ,Versailles,IN,47042,53,Male,No,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.2,No
6248-TKCQV,Newburgh,IN,47630,34,Female,No,Yes,No,70,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.6,No
6729-GDNGC,Rising Sun,IN,47040,20,Female,Yes,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),80.7,No
6198-ZFIOJ,Mount Vernon,IN,47620,48,Female,No,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.6,No
5989-OMNJE,Gary,IN,46408,35,Female,No,Yes,No,24,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,57.6,No
1291-CUOCY,Laurel,IN,47024,24,Male,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.6,No
9795-SHUHB,Sumava Resorts,IN,46379,45,Female,No,Yes,No,66,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),58.2,No
3230-IUALN,Noblesville,IN,46062,61,Female,No,Yes,No,45,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,81,No
0042-RLHYP,Wyatt,IN,46595,52,Female,No,Yes,Yes,69,Yes,No,None,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.7,No
4945-RVMTE,Upland,IN,46989,23,Female,No,No,No,28,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.55,No
1866-NXPSP,Seymour,IN,47274,25,Female,No,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,75.55,No
3941-XTSKM,Bloomingdale,IN,47832,32,Male,No,Yes,No,42,No,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),45.1,No
1661-CZBAU,Terre Haute,IN,47802,42,Male,No,No,No,48,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),70.95,No
5158-RIVOP,Holton,IN,47023,24,Female,No,Yes,Yes,11,Yes,No,None,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.9,No
9788-YTFGE,Gary,IN,46402,56,Male,No,No,No,7,Yes,No,None,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.95,No
9277-JOOMO,Cannelton,IN,47520,47,Female,No,No,No,3,Yes,Yes,None,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.6,No
1907-YLNYW,Haubstadt,IN,47639,48,Male,No,No,No,8,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,66.7,No
8947-YRTDV,Gypsum,KS,67448,50,Male,No,Yes,Yes,32,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,94.8,No
3161-ONRWK,Galva,KS,67443,62,Male,No,Yes,No,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),65.85,No
0114-RSRRW,Durham,KS,67438,64,Female,No,Yes,No,10,Yes,No,None,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),19.95,No
4565-NLZBV,Hazelton,KS,67061,26,Female,No,Yes,No,71,Yes,Yes,None,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),24.65,No
6682-VCIXC,Lucas,KS,67648,43,Female,No,Yes,No,43,No,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),51.25,No
6475-VHUIZ,Halstead,KS,67056,42,Female,No,Yes,No,23,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,54.25,No
3910-MRQOY,Centralia,KS,66415,63,Female,No,Yes,No,72,Yes,No,None,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.4,No
0661-WCQNQ,Glasco,KS,67445,31,Male,No,Yes,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),56.25,No
7537-RBWEA,Mount Hope,KS,67108,32,Female,No,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.15,No
4656-CAURT,Talmage,KS,67482,41,Male,No,No,No,69,Yes,Yes,None,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),23.95,No
0121-SNYRK,Mc Donald,KS,67745,64,Male,No,No,No,50,No,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,35.4,No
3733-LSYCE,Ingalls,KS,67853,50,Female,No,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.35,No
6265-FRMTQ,Atchison,KS,66002,54,Male,No,No,No,31,Yes,No,None,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.4,No
1371-DWPAZ,Bonner Springs,KS,66012,23,Female,No,Yes,No,0,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),56.05,No
2017-CCBLH,Pawnee Rock,KS,67567,63,Female,No,No,No,8,Yes,No,None,No,No,No,No,No,No,Two year,No,Mailed check,20,No
7690-KPNCU,Kansas City,KS,66105,47,Male,No,Yes,No,64,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),73.05,No
0536-BGFMZ,Galva,KS,67443,21,Female,No,Yes,No,28,Yes,No,None,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.5,No
2293-IJWPS,Lawrence,KS,66049,42,Female,No,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.75,No
5469-NUJUR,Emmett,KS,66422,36,Male,No,No,No,19,Yes,No,None,No,No,No,No,No,No,Two year,Yes,Mailed check,19.95,No
2625-TRCZQ,South Hutchinson,KS,67505,19,Female,No,Yes,No,51,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.65,No
4102-HLENU,Ensign,KS,67841,34,Female,No,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,65.65,No
7266-GSSJX,Bremen,KS,66412,37,Male,No,Yes,Yes,11,Yes,No,None,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,20.45,No
7722-VJRQD,Mahaska,KS,66955,29,Male,No,Yes,No,72,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),60.95,No
7073-QETQY,Barnes,KS,66933,43,Male,No,Yes,No,66,Yes,No,None,No,No,No,No,No,No,One year,Yes,Electronic check,20.35,No
5624-RYAMH,Downs,KS,67437,30,Female,No,No,No,9,Yes,No,None,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,19.5,No
0196-JTUQI,Stilwell,KS,66085,52,Female,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.2,No
7130-YXBRO,Halstead,KS,67056,51,Male,No,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),111.45,No
9272-LSVYH,Talmage,KS,67482,47,Male,No,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.15,No
3084-DOWLE,Fort Leavenworth,KS,66027,25,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92,No
1084-MNSMJ,Deerfield,KS,67838,60,Female,No,Yes,No,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),85.5,No
4238-HFHSN,Kansas City,KS,66111,54,Male,Yes,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.15,No
6250-CGGUN,Leavenworth,KS,66048,24,Male,No,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,84.4,No
5478-JJVZK,Cummings,KS,66016,32,Female,No,No,No,33,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,60.9,No
7596-IIWYC,Cunningham,KS,67035,26,Female,No,No,No,27,Yes,No,None,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),20.25,No
9793-WECQC,Topeka,KS,66606,43,Male,No,No,No,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.3,No
4291-HPAXL,Mapleton,KS,66754,52,Male,No,No,Yes,1,Yes,No,None,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.85,No
8999-YPYBV,Burdett,KS,67523,57,Male,No,Yes,No,45,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.35,No
1839-FBNFR,Blue Rapids,KS,66411,59,Female,No,Yes,Yes,39,Yes,No,None,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),19.85,No
3071-MVJCD,Dorrance,KS,67634,22,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),82.3,No
1697-BCSHV,Elbing,KS,67041,35,Female,No,Yes,Yes,58,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.8,No
0562-KBDVM,Fowler,KS,67844,44,Female,No,No,No,70,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),44.6,No
1131-SUEKT,Quinter,KS,67752,26,Male,No,Yes,Yes,61,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),98.45,No
3717-OEAUQ,Oneida,KS,66522,46,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.7,No
4538-WNTMJ,Englewood,KS,67840,27,Female,No,Yes,No,46,Yes,Yes,None,No,No,No,No,No,No,One year,No,Mailed check,24.95,No
9432-RUVSL,Leoti,KS,67861,58,Female,No,No,No,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),102.5,No
8060-HIWJJ,Narka,KS,66960,22,Male,No,No,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.55,No
7684-XSZIY,Russell,KS,67665,55,Male,No,Yes,Yes,72,Yes,Yes,None,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),24.3,No
9089-UOWJG,Fontana,KS,66026,51,Female,No,Yes,Yes,12,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),58.35,No
8039-ACLPL,Berryton,KS,66409,54,Female,No,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),68.75,No
9885-AIBVB,Cummings,KS,66016,53,Male,No,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.8,No
1934-MKPXS,Ogallah,KS,67656,19,Male,No,Yes,No,33,Yes,No,None,No,No,No,No,No,No,One year,No,Credit card (automatic),20.1,No
2592-YKDIF,Clayton,KS,67629,63,Female,No,No,No,1,Yes,No,None,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.35,No
2272-JKMSI,Atlanta,KS,67008,49,Female,No,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,110.8,No
8714-CTZJW,Burlington,KS,66839,19,Female,No,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),82.85,No
3569-EDBPQ,Junction City,KS,66441,19,Female,No,No,No,24,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,84.35,No
3131-NWVFJ,Opolis,KS,66760,23,Female,No,Yes,No,14,Yes,No,None,No,No,No,No,No,No,One year,No,Mailed check,19.55,No
7521-YXVZY,Offerle,KS,67563,34,Male,No,No,Yes,3,Yes,No,None,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.95,No
2373-NTKOD,Abilene,KS,67410,23,Male,No,No,No,8,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.25,No
1970-KKFWL,Holcomb,KS,67851,32,Female,No,No,No,35,Yes,Yes,None,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),23.3,No
9337-SRRNI,North Newton,KS,67117,55,Male,No,No,Yes,66,Yes,Yes,None,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),25.3,No
0895-UADGO,Piqua,KS,66761,26,Male,No,No,No,8,No,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,44.55,No
5678-VFNEQ,Matfield Green,KS,66862,27,Female,No,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.1,No
5977-CKHON,Onaga,KS,66521,30,Female,No,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.55,No
2692-BUCFV,Milton,KS,67106,59,Male,Yes,No,No,29,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.45,No
1830-GGFNM,Kirwin,KS,67644,62,Male,No,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),94.55,No
5302-BDJNT,Lost Springs,KS,66859,40,Male,No,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,95.5,No
5223-UZAVK,Danville,KS,67036,56,Male,No,No,No,64,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.3,No
4859-ZSRDZ,Mc Cune,KS,66753,28,Female,No,Yes,No,58,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),55.5,No
5651-WYIPH,Potwin,KS,67123,52,Female,Yes,No,No,18,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.85,No
9350-VLHMB,Wright,KS,67882,25,Male,No,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.55,No
3498-LZGQZ,Olathe,KS,66062,32,Male,No,Yes,Yes,63,Yes,No,None,No,No,No,No,No,No,Two year,Yes,Mailed check,19.15,No
8785-CJSHH,Chase,KS,67524,56,Female,No,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,No
3870-SPZSI,Narka,KS,66960,19,Female,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113.05,No
7560-QRBXH,Arcadia,KS,66711,52,Female,No,No,No,48,Yes,No,None,No,No,No,No,No,No,One year,No,Mailed check,19.95,No
7077-XJMET,Arcadia,KS,66711,36,Male,No,Yes,No,12,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.15,No
8752-GHJFU,Palco,KS,67657,45,Male,Yes,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,92,No
6896-SRVYQ,Lenexa,KS,66220,22,Male,Yes,No,No,44,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,73.85,No
4652-ODEVH,Robinson,KS,66532,53,Male,No,Yes,Yes,45,Yes,Yes,None,No,No,No,No,No,No,Two year,No,Mailed check,24.45,No
6510-UPNKS,Elk Falls,KS,67345,59,Female,No,No,No,23,Yes,Yes,None,No,No,No,No,No,No,One year,No,Credit card (automatic),24.8,No
6718-BDGHG,Cherryvale,KS,67335,21,Female,No,Yes,No,43,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),64.85,No
9046-DQMTP,Westphalia,KS,66093,47,Male,No,No,No,35,Yes,No,None,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.75,No
6439-LAJXL,Topeka,KS,66616,34,Male,No,Yes,No,9,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,68.95,No
9052-VKDUW,Ford,KS,67842,51,Female,Yes,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.4,No
1666-JZPZT,Belle Plaine,KS,67013,55,Male,No,No,No,27,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,49,No
5777-KJIRB,Riverton,KS,66770,35,Female,No,No,No,40,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,50.25,No
7677-SJJJK,Jetmore,KS,67854,28,Male,No,Yes,No,8,Yes,No,None,No,No,No,No,No,No,One year,No,Credit card (automatic),19.9,No
2480-EJWYP,Winfield,KS,67156,48,Female,Yes,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),97.8,No
3253-HKOKL,Kansas City,KS,66112,47,Female,No,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,100.3,No
7055-HNEOJ,Delphos,KS,67436,57,Male,No,Yes,No,3,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,55.8,No
5514-YQENT,Prescott,KS,66767,63,Male,No,No,Yes,41,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.15,No
3211-AAPKX,Cedar,KS,67628,64,Male,No,No,No,20,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,98.55,No
8445-DNBAE,Plevna,KS,67568,55,Male,No,No,Yes,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.05,No
2958-NHPPS,Sylvan Grove,KS,67481,30,Male,No,No,No,23,Yes,No,None,No,No,No,No,No,No,Month-to-month,No,Electronic check,20.85,No
6806-YDEUL,Edna,KS,67342,51,Female,Yes,No,No,6,Yes,No,None,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.5,No
1735-XMJVH,Mulberry,KS,66756,27,Male,No,Yes,Yes,8,Yes,No,None,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.35,No
6890-PFRQX,Kansas City,KS,66104,56,Male,No,No,No,18,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,69.5,No
0222-CNVPT,Mount Hope,KS,67108,49,Male,Yes,No,No,52,No,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),48.8,No
5899-OUVKV,Dresden,KS,67635,22,Male,No,No,No,31,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.5,No
8681-ICONS,Circleville,KS,66416,28,Male,No,Yes,Yes,29,Yes,No,None,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.65,No
1621-YNCJH,Oakley,KS,67748,48,Female,No,Yes,No,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),106.05,No
6362-QHAFM,Elbing,KS,67041,41,Male,No,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.3,No
3070-BDOQC,Lucas,KS,67648,40,Female,No,No,No,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,99.65,No
6234-PFPXL,Farlington,KS,66734,31,Male,No,Yes,No,22,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),95.9,No
9824-QCJPK,Pawnee Rock,KS,67567,41,Male,No,Yes,No,36,Yes,No,None,No,No,No,No,No,No,One year,No,Mailed check,20,No
4283-IVYCI,Topeka,KS,66606,48,Male,No,No,No,9,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,64.95,No
1866-OBPNR,Haysville,KS,67060,50,Male,No,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),74.6,No
8205-MQUGY,Topeka,KS,66608,21,Male,No,Yes,Yes,12,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.2,No
8970-ANWXO,Greeley,KS,66033,25,Female,No,No,No,23,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,73.75,No
9480-BQJEI,Moundridge,KS,67107,37,Male,No,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),92.3,No
6979-TNDEU,Liberty,KS,67351,64,Female,No,No,No,8,Yes,No,None,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.2,No
9777-WJJPR,Topeka,KS,66607,32,Male,No,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),88.65,No
9495-SKLKD,Opolis,KS,66760,39,Male,No,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.95,No
6048-UWKAL,Edna,KS,67342,38,Female,Yes,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),105.4,No
5067-DGXLL,Spring Hill,KS,66083,56,Male,No,No,No,2,Yes,No,None,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.25,No
6281-FKEWS,Jennings,KS,67643,46,Female,No,No,No,44,No,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,49.05,No
8898-KASCD,Olathe,KS,66062,23,Male,No,No,No,39,No,No,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,35.55,No
9242-TKFSV,Edson,KS,67733,40,Male,No,Yes,No,72,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.1,No
9290-SHCMB,Ellsworth,KS,67439,33,Female,Yes,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.85,No
0743-HNPFG,Topeka,KS,66605,48,Female,No,Yes,No,51,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),69.75,No
2277-BKJKN,Spearville,KS,67876,22,Female,Yes,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,99.2,No
5035-PGZXH,Manhattan,KS,66506,22,Female,No,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.8,No
8695-WDYEA,Winona,KS,67764,60,Male,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.25,No
6543-JXSOO,North Newton,KS,67117,37,Female,No,Yes,No,23,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,57.75,No
8016-ZMGMO,Olathe,KS,66061,49,Female,Yes,Yes,No,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),70.85,No
8605-ITULD,Baxter Springs,KS,66713,63,Female,No,No,No,1,Yes,No,None,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.55,No
6416-YJTTB,Overland Park,KS,66210,57,Male,No,No,No,11,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.5,No
4472-VESGY,La Cygne,KS,66040,64,Female,No,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),98.15,No
3195-TQDZX,Wathena,KS,66090,57,Male,No,No,No,3,Yes,No,None,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,20.25,No
3128-YOVTD,Coats,KS,67028,37,Female,No,Yes,Yes,51,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.15,No
1728-CXQBE,Bucyrus,KS,66013,47,Male,Yes,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.25,No
