Sentiment,Clean_Review
1,"['went', 'bachi', 'burger', 'friend', 'recommendation', 'not', 'disappointed']"
0,"['service', 'stink']"
0,"['waited', 'waited']"
0,"['place', 'not', 'quality', 'sushi', 'not', 'quality', 'restaurant']"
1,"['would', 'definitely', 'recommend', 'wing', 'well', 'pizza']"
1,"['great', 'pizza', 'salad']"
0,"['thing', 'went', 'wrong', 'burned', 'saganaki']"
0,"['waited', 'hour', 'breakfast', 'could', 'done', '100', 'time', 'better', 'home']"
1,"['place', 'amazing']"
0,"['hate', 'disagree', 'fellow', 'yelpers', 'but', 'husband', 'disappointed', 'place']"
0,"['waited', '2', 'hour', 'never', 'got', 'either', 'pizza', 'many', 'around', 'u', 'came', 'later']"
0,"['just', 'don', 'know', 'why', 'slow']"
1,"['staff', 'great', 'food', 'delish', 'incredible', 'beer', 'selection']"
0,"['live', 'neighborhood', 'disappointed', 'won', 'back', 'convenient', 'location']"
1,"['didn', 'know', 'pulled', 'pork', 'could', 'soooo', 'delicious']"
1,"['get', 'incredibly', 'fresh', 'fish', 'prepared', 'care']"
0,"['go', 'why', 'gave', '1', 'star', 'rating', 'please', 'know', 'third', 'time', 'eating', 'bachi', 'burger', 'writing', 'review']"
1,"['love', 'fact', 'everything', 'menu', 'worth']"
0,"['never', 'dining', 'place']"
1,"['food', 'excellent', 'service', 'good']"
1,"['good', 'beer', 'drink', 'selection', 'good', 'food', 'selection']"
0,"['please', 'stay', 'away', 'shrimp', 'stir', 'fried', 'noodle']"
0,"['potato', 'chip', 'order', 'sad', 'could', 'probably', 'count', 'how', 'many', 'chip', 'box', 'probably', 'around', '12']"
0,"['food', 'really', 'boring']"
1,"['good', 'service', 'check']"
0,"['greedy', 'corporation', 'never', 'see', 'another', 'dime']"
0,"['never', 'ever', 'go', 'back']"
0,"['much', 'like', 'go', 'back', 'get', 'passed', 'atrocious', 'service', 'never', 'return']"
1,"['summer', 'dine', 'charming', 'outdoor', 'patio', 'delightful']"
1,"['not', 'expect', 'good']"
1,"['fantastic', 'food']"
0,"['ordered', 'toasted', 'english', 'muffin', 'came', 'untoasted']"
1,"['food', 'good']"
0,"['never', 'going', 'back']"
1,"['great', 'food', 'price', 'high', 'quality', 'house', 'made']"
0,"['bus', 'boy', 'hand', 'rude']"
0,"['point', 'friend', 'basically', 'figured', 'place', 'joke', 'didn', 'mind', 'making', 'publicly', 'loudly', 'known']"
1,"['back', 'good', 'bbq', 'lighter', 'fare', 'reasonable', 'pricing', 'tell', 'public', 'back', 'old', 'way']"
1,"['considering', 'two', 'u', 'left', 'full', 'happy', '20', 'just', 'go', 'wrong']"
1,"['bread', 'made', 'house']"
0,"['downside', 'service']"
0,"['also', 'fry', 'without', 'doubt', 'worst', 'fry', 'ever']"
1,"['service', 'exceptional', 'food', 'good', 'review']"
1,"['couple', 'month', 'later', 'returned', 'amazing', 'meal']"
1,"['favorite', 'place', 'town', 'shawarrrrrrma']"
1,"['black', 'eyed', 'pea', 'sweet', 'potato', 'unreal']"
1,"['won', 'disappointed']"
1,"['could', 'serve', 'just', 'vinaigrette', 'may', 'make', 'better', 'overall', 'dish', 'but', 'still', 'good']"
0,"['go', 'far', 'many', 'place', 'never', 'seen', 'restaurant', 'serf', '1', 'egg', 'breakfast', 'especially', '4', '00']"
0,"['mom', 'got', 'home', 'immediately', 'got', 'sick', 'bite', 'salad']"
0,"['server', 'not', 'pleasant', 'deal', 'don', 'always', 'honor', 'pizza', 'hut', 'coupon']"
1,"['truly', 'unbelievably', 'good', 'glad', 'went', 'back']"
1,"['fantastic', 'service', 'pleased', 'atmosphere']"
0,"['everything', 'gross']"
1,"['love', 'place']"
1,"['great', 'service', 'food']"
0,"['first', 'bathroom', 'location', 'dirty', 'seat', 'cover', 'not', 'replenished', 'just', 'plain', 'yucky']"
0,"['burger', 'got', 'gold', 'standard', '17', 'burger', 'kind', 'disappointed']"
1,"['omg', 'food', 'delicioso']"
0,"['nothing', 'authentic', 'place']"
0,"['spaghetti', 'nothing', 'special', 'whatsoever']"
1,"['dish', 'salmon', 'best', 'but', 'great']"
1,"['vegetable', 'fresh', 'sauce', 'feel', 'like', 'authentic', 'thai']"
1,"['worth', 'driving', 'tucson']"
0,"['selection', 'probably', 'worst', 'seen', 'vega', 'none']"
1,"['pretty', 'good', 'beer', 'selection']"
1,"['place', 'like', 'chipotle', 'but', 'better']"
1,"['classy', 'warm', 'atmosphere', 'fun', 'fresh', 'appetizer', 'succulent', 'steak', 'baseball', 'steak']"
1,"['5', 'star', 'brick', 'oven', 'bread', 'app']"
1,"['eaten', 'multiple', 'time', 'time', 'food', 'delicious']"
0,"['sat', 'another', 'ten', 'minute', 'finally', 'gave', 'left']"
0,['terrible']
1,"['everyone', 'treated', 'equally', 'special']"
0,"['shouldn', 'take', '30', 'min', 'pancake', 'egg']"
1,['delicious']
1,"['good', 'side', 'staff', 'genuinely', 'pleasant', 'enthusiastic', 'real', 'treat']"
0,"['sadly', 'gordon', 'ramsey', 'steak', 'place', 'shall', 'sharply', 'avoid', 'next', 'trip', 'vega']"
1,"['always', 'evening', 'wonderful', 'food', 'delicious']"
1,"['best', 'fish', 'ever', 'life']"
1,"['bathroom', 'just', 'next', 'door', 'nice']"
0,"['buffet', 'small', 'food', 'offered', 'bland']"
1,"['outstanding', 'little', 'restaurant', 'best', 'food', 'ever', 'tasted']"
1,"['pretty', 'cool', 'would', 'say']"
0,"['definitely', 'turn', 'doubt', 'back', 'unless', 'someone', 'else', 'buying']"
1,"['server', 'great', 'job', 'handling', 'large', 'rowdy', 'table']"
0,"['find', 'wasting', 'food', 'despicable', 'but', 'just', 'wasn', 'food']"
0,"['wife', 'lobster', 'bisque', 'soup', 'lukewarm']"
1,"['would', 'come', 'back', 'sushi', 'craving', 'vega']"
1,"['staff', 'great', 'ambiance', 'great']"
1,"['deserves', '5', 'star']"
0,"['left', 'stomach', 'ache', 'felt', 'sick', 'rest', 'day']"
0,"['dropped', 'ball']"
1,"['dining', 'space', 'tiny', 'but', 'elegantly', 'decorated', 'comfortable']"
1,"['customize', 'order', 'way', 'like', 'usual', 'eggplant', 'green', 'bean', 'stir', 'fry', 'love']"
0,"['bean', 'rice', 'mediocre', 'best']"
1,"['best', 'taco', 'town', 'far']"
0,"['took', 'back', 'money', 'got', 'outta']"
1,"['interesting', 'part', 'town', 'place', 'amazing']"
0,"['rude', 'inconsiderate', 'management']"
0,"['staff', 'not', 'friendly', 'wait', 'time', 'served', 'horrible', 'no', 'one', 'even', 'say', 'hi', 'first', '10', 'minute']"
0,"['won', 'back']"
1,"['great', 'dinner']"
1,"['service', 'outshining', 'definitely', 'recommend', 'halibut']"
0,"['food', 'terrible']"
0,"['never', 'ever', 'go', 'back', 'told', 'many', 'people', 'happened']"
0,"['don', 'recommend', 'unless', 'car', 'break', 'front', 'starving']"
1,"['come', 'back', 'every', 'time', 'vega']"
0,"['place', 'deserves', 'one', 'star', '90', 'ha', 'food']"
0,['disgrace']
1,"['def', 'coming', 'back', 'bowl', 'next', 'time']"
1,"['want', 'healthy', 'authentic', 'ethic', 'food', 'try', 'place']"
1,"['continue', 'come', 'lady', 'night', 'andddd', 'date', 'night', 'highly', 'recommend', 'place', 'anyone', 'area']"
1,"['several', 'time', 'past', 'experience', 'ha', 'always', 'great']"
1,"['walked', 'away', 'stuffed', 'happy', 'first', 'vega', 'buffet', 'experience']"
1,"['service', 'excellent', 'price', 'pretty', 'reasonable', 'considering', 'vega', 'located', 'inside', 'crystal', 'shopping', 'mall', 'aria']"
1,"['summarize', 'food', 'incredible', 'nay', 'transcendant', 'but', 'nothing', 'brings', 'joy', 'quite', 'like', 'memory', 'pneumatic', 'condiment', 'dispenser']"
0,"['probably', 'one', 'people', 'ever', 'go', 'ians', 'not', 'like']"
1,"['kid', 'pizza', 'always', 'hit', 'lot', 'great', 'side', 'dish', 'option', 'kiddos']"
1,"['service', 'perfect', 'family', 'atmosphere', 'nice', 'see']"
1,"['cooked', 'perfection', 'service', 'impeccable']"
0,"['one', 'simply', 'disappointment']"
0,"['overall', 'disappointed', 'quality', 'food', 'bouchon']"
0,"['don', 'accountant', 'know', 'getting', 'screwed']"
1,"['great', 'place', 'eat', 'reminds', 'little', 'mom', 'pop', 'shop', 'san', 'francisco', 'bay', 'area']"
1,"['today', 'first', 'taste', 'buldogis', 'gourmet', 'hot', 'dog', 'tell', 'ever', 'thought', 'possible']"
0,"['left', 'frustrated']"
1,"['definitely', 'soon']"
1,"['food', 'really', 'good', 'got', 'full', 'petty', 'fast']"
1,"['service', 'fantastic']"
0,"['total', 'waste', 'time']"
1,"['don', 'know', 'kind', 'but', 'best', 'iced', 'tea']"
1,"['come', 'hungry', 'leave', 'happy', 'stuffed']"
0,"['service', 'give', 'no', 'star']"
1,"['assure', 'won', 'disappointed']"
0,"['take', 'little', 'bad', 'service', 'but', 'food', 'suck']"
0,"['gave', 'trying', 'eat', 'crust', 'teeth', 'still', 'sore']"
0,"['but', 'completely', 'grossed']"
1,"['really', 'enjoyed', 'eating']"
1,"['first', 'time', 'going', 'but', 'think', 'quickly', 'become', 'regular']"
1,"['server', 'nice', 'even', 'though', 'looked', 'little', 'overwhelmed', 'need', 'stayed', 'professional', 'friendly', 'end']"
1,"['dinner', 'companion', 'told', 'everything', 'fresh', 'nice', 'texture', 'taste']"
0,"['ground', 'right', 'next', 'table', 'large', 'smeared', 'stepped', 'tracked', 'everywhere', 'pile', 'green', 'bird', 'poop']"
0,"['furthermore', 'even', 'find', 'hour', 'operation', 'website']"
0,"['tried', 'like', 'place', 'but', '10', 'time', 'think', 'done']"
0,['mistake']
1,"['no', 'complaint']"
1,"['seriously', 'good', 'pizza', 'expert', 'connisseur', 'topic']"
0,"['waiter', 'jerk']"
0,"['strike', '2', 'want', 'rushed']"
1,"['nicest', 'restaurant', 'owner', 'ever', 'come', 'across']"
0,"['never', 'come']"
1,"['loved', 'biscuit']"
1,"['service', 'quick', 'friendly']"
0,"['ordered', 'appetizer', 'took', '40', 'minute', 'pizza', 'another', '10', 'minute']"
1,"['absolutley', 'fantastic']"
0,"['huge', 'awkward', '1', '5lb', 'piece', 'cow', '3', '4ths', 'gristle', 'fat']"
1,"['definitely', 'come', 'back']"
1,"['like', 'steiner', 'dark', 'feel', 'like', 'bar']"
1,"['wow', 'spicy', 'but', 'delicious']"
1,"['not', 'familiar', 'check']"
0,"['take', 'business', 'dinner', 'dollar', 'elsewhere']"
1,"['love', 'go', 'back']"
1,"['anyway', 'f', 'restaurant', 'ha', 'wonderful', 'breakfast', 'lunch']"
0,"['nothing', 'special']"
1,"['day', 'week', 'different', 'deal', 'delicious']"
1,"['not', 'mention', 'combination', 'pear', 'almond', 'bacon', 'big', 'winner']"
0,"['not', 'back']"
0,"['sauce', 'tasteless']"
1,"['food', 'delicious', 'just', 'spicy', 'enough', 'sure', 'ask', 'spicier', 'prefer', 'way']"
1,"['ribeye', 'steak', 'cooked', 'perfectly', 'great', 'mesquite', 'flavor']"
0,"['don', 'think', 'going', 'back', 'anytime', 'soon']"
1,"['food', 'gooodd']"
0,"['far', 'sushi', 'connoisseur', 'but', 'definitely', 'tell', 'difference', 'good', 'food', 'bad', 'food', 'certainly', 'bad', 'food']"
0,['insulted']
0,"['last', '3', 'time', 'lunch', 'ha', 'bad']"
0,"['chicken', 'wing', 'contained', 'driest', 'chicken', 'meat', 'ever', 'eaten']"
1,"['food', 'good', 'enjoyed', 'every', 'mouthful', 'enjoyable', 'relaxed', 'venue', 'couple', 'small', 'family', 'group', 'etc']"
1,"['nargile', 'think', 'great']"
1,"['best', 'tater', 'tot', 'southwest']"
1,"['loved', 'place']"
0,"['definitely', 'not', 'worth', '3', 'paid']"
1,"['vanilla', 'ice', 'cream', 'creamy', 'smooth', 'profiterole', 'chou', 'pastry', 'fresh', 'enough']"
1,"['im', 'az', 'time', 'new', 'spot']"
0,"['manager', 'worst']"
1,"['inside', 'really', 'quite', 'nice', 'clean']"
1,"['food', 'outstanding', 'price', 'reasonable']"
0,"['don', 'think', 'running', 'back', 'carly', 'anytime', 'soon', 'food']"
0,"['due', 'fact', 'took', '20', 'minute', 'acknowledged', 'another', '35', 'minute', 'get', 'food', 'kept', 'forgetting', 'thing']"
1,"['love', 'margarita']"
1,"['first', 'vega', 'buffet', 'not', 'disappoint']"
1,"['good', 'though']"
0,"['one', 'note', 'ventilation', 'could', 'use', 'upgrading']"
1,"['great', 'pork', 'sandwich']"
0,"['don', 'waste', 'time']"
0,"['total', 'letdown', 'would', 'much', 'rather', 'just', 'go', 'camelback', 'flower', 'shop', 'cartel', 'coffee']"
0,"['third', 'cheese', 'friend', 'burger', 'cold']"
1,"['enjoy', 'pizza', 'brunch']"
1,"['steak', 'well', 'trimmed', 'also', 'perfectly', 'cooked']"
1,"['group', '70', 'claimed', 'would', '40', 'handled', 'u', 'beautifully']"
1,['loved']
0,"['asked', 'bill', 'leave', 'without', 'eating', 'didn', 'bring', 'either']"
1,"['place', 'jewel', 'la', 'vega', 'exactly', 'hoping', 'find', 'nearly', 'ten', 'year', 'living']"
0,"['seafood', 'limited', 'boiled', 'shrimp', 'crab', 'leg', 'but', 'crab', 'leg', 'definitely', 'not', 'taste', 'fresh']"
0,"['selection', 'food', 'not', 'best']"
1,"['delicious', 'absolutely', 'back']"
1,"['isn', 'small', 'family', 'restaurant', 'fine', 'dining', 'establishment']"
1,"['toro', 'tartare', 'cavier', 'extraordinary', 'liked', 'thinly', 'sliced', 'wagyu', 'white', 'truffle']"
0,"['dont', 'think', 'back', 'long', 'time']"
0,"['attached', 'gas', 'station', 'rarely', 'good', 'sign']"
1,"['how', 'awesome']"
1,"['back', 'many', 'time', 'soon']"
1,"['menu', 'much', 'good', 'stuff', 'could', 'not', 'decide']"
0,"['worse', 'humiliated', 'worker', 'right', 'front', 'bunch', 'horrible', 'name', 'calling']"
1,"['conclusion', 'filling', 'meal']"
1,"['daily', 'special', 'always', 'hit', 'group']"
0,"['tragedy', 'struck']"
1,"['pancake', 'also', 'really', 'good', 'pretty', 'large']"
1,"['first', 'crawfish', 'experience', 'delicious']"
1,"['monster', 'chicken', 'fried', 'steak', 'egg', 'time', 'favorite']"
1,"['waitress', 'sweet', 'funny']"
1,"['also', 'taste', 'mom', 'multi', 'grain', 'pumpkin', 'pancake', 'pecan', 'butter', 'amazing', 'fluffy', 'delicious']"
0,"['rather', 'eat', 'airline', 'food', 'seriously']"
1,"['cant', 'say', 'enough', 'good', 'thing', 'place']"
1,"['ambiance', 'incredible']"
1,"['waitress', 'manager', 'friendly']"
0,"['would', 'not', 'recommend', 'place']"
0,"['overall', 'wasn', 'impressed', 'noca']"
0,"['gyro', 'basically', 'lettuce']"
0,"['terrible', 'service']"
0,"['thoroughly', 'disappointed']"
1,"['don', 'much', 'pasta', 'but', 'love', 'homemade', 'hand', 'made', 'pasta', 'thin', 'pizza']"
1,"['give', 'try', 'happy']"
1,"['far', 'best', 'cheesecurds', 'ever']"
1,"['reasonably', 'priced', 'also']"
1,"['everything', 'perfect', 'night']"
1,"['food', 'good', 'typical', 'bar', 'food']"
0,"['drive', 'get']"
1,"['first', 'glance', 'lovely', 'bakery', 'cafe', 'nice', 'ambiance', 'clean', 'friendly', 'staff']"
0,"['anyway', 'not', 'think', 'go', 'back']"
1,"['point', 'finger', 'item', 'menu', 'order', 'won', 'disappointed']"
1,"['oh', 'thing', 'beauty', 'restaurant']"
1,"['haven', 'gone', 'go']"
0,"['greasy', 'unhealthy', 'meal']"
0,"['first', 'time', 'might', 'just', 'last']"
1,"['burger', 'amazing']"
0,"['similarly', 'delivery', 'man', 'not', 'say', 'word', 'apology', 'food', '45', 'minute', 'late']"
0,"['way', 'expensive']"
1,"['sure', 'order', 'dessert', 'even', 'need', 'pack', 'go', 'tiramisu', 'cannoli', 'die']"
1,"['first', 'time', 'wait', 'next']"
1,"['bartender', 'also', 'nice']"
1,"['everything', 'good', 'tasty']"
1,"['place', 'two', 'thumb', 'way']"
1,"['best', 'place', 'vega', 'breakfast', 'just', 'check', 'sat', 'sun']"
1,"['love', 'authentic', 'mexican', 'food', 'want', 'whole', 'bunch', 'interesting', 'yet', 'delicious', 'meat', 'choose', 'need', 'try', 'place']"
0,"['terrible', 'management']"
1,"['excellent', 'new', 'restaurant', 'experienced', 'frenchman']"
0,"['zero', 'star', 'would', 'give', 'zero', 'star']"
1,"['great', 'steak', 'great', 'side', 'great', 'wine', 'amazing', 'dessert']"
0,"['worst', 'martini', 'ever']"
1,"['steak', 'shrimp', 'opinion', 'best', 'entree', 'gc']"
1,"['opportunity', 'today', 'sample', 'amazing', 'pizza']"
0,"['waited', 'thirty', 'minute', 'seated', 'although', '8', 'vacant', 'table', 'folk', 'waiting']"
1,"['yellowtail', 'carpaccio', 'melt', 'mouth', 'fresh']"
0,"['won', 'try', 'going', 'back', 'even', 'empty']"
0,"['no', 'going', 'eat', 'potato', 'found', 'stranger', 'hair']"
1,"['just', 'spicy', 'enough', 'perfect', 'actually']"
1,"['last', 'night', 'second', 'time', 'dining', 'happy', 'decided', 'go', 'back']"
0,"['not', 'even', 'hello', 'right']"
0,"['dessert', 'bit', 'strange']"
1,"['boyfriend', 'came', 'first', 'time', 'recent', 'trip', 'vega', 'could', 'not', 'pleased', 'quality', 'food', 'service']"
1,"['really', 'recommend', 'place', 'go', 'wrong', 'donut', 'place']"
1,"['nice', 'ambiance']"
1,"['would', 'recommend', 'saving', 'room']"
0,"['guess', 'maybe', 'went', 'night', 'but', 'disgraceful']"
0,"['however', 'recent', 'experience', 'particular', 'location', 'not', 'good']"
0,"['know', 'not', 'like', 'restaurant', 'something']"
0,"['avoid', 'establishment']"
0,"['think', 'restaurant', 'suffers', 'not', 'trying', 'hard', 'enough']"
1,"['tapa', 'dish', 'delicious']"
1,"['heart', 'place']"
0,"['salad', 'bland', 'vinegrette', 'baby', 'green', 'heart', 'palm']"
0,"['two', 'felt', 'disgusting']"
1,"['good', 'time']"
1,"['believe', 'place', 'great', 'stop', 'huge', 'belly', 'hankering', 'sushi']"
1,"['generous', 'portion', 'great', 'taste']"
0,"['never', 'go', 'back', 'place', 'never', 'ever', 'recommended', 'place', 'anyone']"
0,"['server', 'went', 'back', 'forth', 'several', 'time', 'not', 'even', 'much', 'helped']"
1,"['food', 'delicious']"
0,"['hour', 'seriously']"
0,"['consider', 'theft']"
0,"['eew', 'location', 'need', 'complete', 'overhaul']"
0,"['recently', 'witnessed', 'poor', 'quality', 'management', 'towards', 'guest', 'well']"
0,"['waited', 'waited', 'waited']"
1,"['also', 'came', 'back', 'check', 'u', 'regularly', 'excellent', 'service']"
1,"['server', 'super', 'nice', 'checked', 'u', 'many', 'time']"
0,"['pizza', 'tasted', 'old', 'super', 'chewy', 'not', 'good', 'way']"
0,"['swung', 'give', 'try', 'but', 'deeply', 'disappointed']"
1,"['service', 'good', 'company', 'better']"
1,"['staff', 'also', 'friendly', 'efficient']"
1,"['service', 'fan', 'quick', 'served', 'nice', 'folk']"
0,"['boy', 'sucker', 'dry']"
0,['rated']
0,"['look', 'authentic', 'thai', 'food', 'go', 'else']"
1,"['steak', '100', 'recommended']"
0,"['pulled', 'car', 'waited', 'another', '15', 'minute', 'acknowledged']"
1,"['great', 'food', 'great', 'service', 'clean', 'friendly', 'setting']"
1,"['assure', 'back']"
0,"['hate', 'thing', 'much', 'cheap', 'quality', 'black', 'olive']"
1,"['breakfast', 'perpared', 'great', 'beautiful', 'presentation', '3', 'giant', 'slice', 'toast', 'lightly', 'dusted', 'powdered', 'sugar']"
0,"['kid', 'play', 'area', 'nasty']"
1,"['great', 'place', 'fo', 'take', 'eat']"
1,"['waitress', 'friendly', 'happy', 'accomodate', 'vegan', 'veggie', 'option']"
1,"['omg', 'felt', 'like', 'never', 'eaten', 'thai', 'food', 'dish']"
0,"['extremely', 'crumby', 'pretty', 'tasteless']"
0,"['pale', 'color', 'instead', 'nice', 'char', 'ha', 'no', 'flavor']"
1,"['crouton', 'also', 'taste', 'homemade', 'extra', 'plus']"
0,"['got', 'home', 'see', 'driest', 'damn', 'wing', 'ever']"
1,"['regular', 'stop', 'trip', 'phoenix']"
1,"['really', 'enjoyed', 'crema', 'cafe', 'expanded', 'even', 'told', 'friend', 'best', 'breakfast']"
0,"['not', 'good', 'money']"
1,"['miss', 'wish', 'one', 'philadelphia']"
0,"['got', 'sitting', 'fairly', 'fast', 'but', 'ended', 'waiting', '40', 'minute', 'just', 'place', 'order', 'another', '30', 'minute', 'food', 'arrived']"
1,"['also', 'best', 'cheese', 'crisp', 'town']"
1,"['good', 'value', 'great', 'food', 'great', 'service']"
1,"['couldn', 'ask', 'satisfying', 'meal']"
1,"['food', 'good']"
1,['awesome']
0,"['just', 'wanted', 'leave']"
1,"['made', 'drive', 'way', 'north', 'scottsdale', 'not', 'one', 'bit', 'disappointed']"
0,"['not', 'eating']"
0,"['owner', 'really', 'really', 'need', 'quit', 'soooooo', 'cheap', 'let', 'wrap', 'freaking', 'sandwich', 'two', 'paper', 'not', 'one']"
0,"['checked', 'place', 'couple', 'year', 'ago', 'not', 'impressed']"
0,"['chicken', 'got', 'definitely', 'reheated', 'ok', 'wedge', 'cold', 'soggy']"
0,"['sorry', 'not', 'getting', 'food', 'anytime', 'soon']"
1,"['absolute', 'must', 'visit']"
1,"['cow', 'tongue', 'cheek', 'taco', 'amazing']"
0,"['friend', 'not', 'like', 'bloody', 'mary']"
0,"['despite', 'how', 'hard', 'rate', 'business', 'actually', 'rare', 'give', '1', 'star']"
1,"['really', 'want', 'make', 'experience', 'good', 'one']"
0,"['not', 'return']"
0,"['chicken', 'pho', 'tasted', 'bland']"
0,['disappointing']
1,"['grilled', 'chicken', 'tender', 'yellow', 'saffron', 'seasoning']"
0,"['drive', 'thru', 'mean', 'not', 'want', 'wait', 'around', 'half', 'hour', 'food', 'but', 'somehow', 'end', 'going', 'make', 'u', 'wait', 'wait']"
1,"['pretty', 'awesome', 'place']"
1,"['ambience', 'perfect']"
0,"['best', 'luck', 'rude', 'non', 'customer', 'service', 'focused', 'new', 'management']"
0,"['grandmother', 'make', 'roasted', 'chicken', 'better', 'one']"
0,"['asked', 'multiple', 'time', 'wine', 'list', 'time', 'ignored', 'went', 'hostess', 'got', 'one']"
1,"['staff', 'always', 'super', 'friendly', 'helpful', 'especially', 'cool', 'bring', 'two', 'small', 'boy', 'baby']"
1,"['four', 'star', 'food', 'guy', 'blue', 'shirt', 'great', 'vibe', 'still', 'letting', 'u', 'eat']"
1,"['roast', 'beef', 'sandwich', 'tasted', 'really', 'good']"
0,"['evening', 'drastically', 'sick']"
1,"['high', 'quality', 'chicken', 'chicken', 'caesar', 'salad']"
0,"['ordered', 'burger', 'rare', 'came', 'done']"
1,"['promptly', 'greeted', 'seated']"
0,"['tried', 'go', 'lunch', 'madhouse']"
1,"['proven', 'dead', 'wrong', 'sushi', 'bar', 'not', 'quality', 'great', 'but', 'service', 'fast', 'food', 'impeccable']"
0,"['waiting', 'hour', 'seated', 'not', 'greatest', 'mood']"
1,"['good', 'joint']"
1,"['macarons', 'insanely', 'good']"
0,"['not', 'eating']"
1,"['waiter', 'attentive', 'friendly', 'informative']"
0,"['maybe', 'weren', 'cold', 'would', 'somewhat', 'edible']"
0,"['place', 'ha', 'lot', 'promise', 'but', 'fails', 'deliver']"
0,"['bad', 'experience']"
0,['mistake']
0,"['food', 'average', 'best']"
1,"['great', 'food']"
0,"['won', 'going', 'back', 'anytime', 'soon']"
0,"['disappointed', 'ordered', '35', 'big', 'bay', 'plater']"
1,"['great', 'place', 'relax', 'awesome', 'burger', 'beer']"
1,"['perfect', 'sit', 'family', 'meal', 'get', 'together', 'friend']"
0,"['not', 'much', 'flavor', 'poorly', 'constructed']"
1,"['patio', 'seating', 'comfortable']"
0,"['fried', 'rice', 'dry', 'well']"
1,"['hand', 'favorite', 'italian', 'restaurant']"
1,"['just', 'scream', 'legit', 'book', 'somethat', 'also', 'pretty', 'rare', 'vega']"
1,"['just', 'not', 'fun', 'experience']"
1,"['atmosphere', 'great', 'lovely', 'duo', 'violinist', 'playing', 'song', 'requested']"
1,"['personally', 'love', 'hummus', 'pita', 'baklava', 'falafel', 'baba', 'ganoush', 'amazing', 'eggplant']"
1,"['convenient', 'since', 'staying', 'mgm']"
1,"['owner', 'super', 'friendly', 'staff', 'courteous']"
1,['great']
1,"['eclectic', 'selection']"
1,"['sweet', 'potato', 'tot', 'good', 'but', 'onion', 'ring', 'perfection', 'close']"
1,"['staff', 'attentive']"
1,"['chef', 'generous', 'time', 'even', 'came', 'around', 'twice', 'take', 'picture']"
1,"['owner', 'used', 'work', 'nobu', 'place', 'really', 'similar', 'half', 'price']"
0,"['google', 'mediocre', 'imagine', 'smashburger', 'pop']"
0,"['dont', 'go']"
1,"['promise', 'won', 'disappoint']"
0,"['sushi', 'lover', 'avoid', 'place', 'mean']"
1,"['great', 'double', 'cheeseburger']"
1,"['awesome', 'service', 'food']"
1,"['fantastic', 'neighborhood', 'gem']"
1,"['wait', 'go', 'back']"
0,"['plantain', 'worst', 'ever', 'tasted']"
1,"['great', 'place', 'highly', 'recommend']"
0,"['service', 'slow', 'not', 'attentive']"
1,"['gave', '5', 'star', 'giving', '5', 'star']"
0,"['staff', 'spends', 'time', 'talking']"
1,"['dessert', 'panna', 'cotta', 'amazing']"
1,"['good', 'food', 'great', 'atmosphere', '1']"
1,"['damn', 'good', 'steak']"
0,"['total', 'brunch', 'fail']"
1,"['price', 'reasonable', 'flavor', 'spot', 'sauce', 'home', 'made', 'slaw', 'not', 'drenched', 'mayo']"
1,"['decor', 'nice', 'piano', 'music', 'soundtrack', 'pleasant']"
1,"['steak', 'amazing', 'rge', 'fillet', 'relleno', 'best', 'seafood', 'plate', 'ever']"
1,"['good', 'food', 'good', 'service']"
1,"['absolutely', 'amazing']"
0,"['probably', 'won', 'back', 'honest']"
1,"['definitely', 'back']"
1,"['sergeant', 'pepper', 'beef', 'sandwich', 'auju', 'sauce', 'excellent', 'sandwich', 'well']"
1,"['hawaiian', 'breeze', 'mango', 'magic', 'pineapple', 'delight', 'smoothy', 'tried', 'far', 'good']"
0,"['went', 'lunch', 'service', 'slow']"
0,"['much', 'say', 'place', 'walked', 'expected', 'amazing', 'but', 'quickly', 'disappointed']"
0,['mortified']
0,"['needless', 'say', 'never', 'back']"
0,"['anyways', 'food', 'definitely', 'not', 'filling', 'price', 'pay', 'should', 'expect']"
0,"['chip', 'came', 'dripping', 'grease', 'mostly', 'not', 'edible']"
0,"['wasn', 'really', 'impressed', 'strip', 'steak']"
1,"['going', 'since', '2007', 'every', 'meal', 'ha', 'awesome']"
1,"['server', 'nice', 'attentive', 'serving', 'staff']"
1,"['cashier', 'friendly', 'even', 'brought', 'food']"
0,"['work', 'hospitality', 'industry', 'paradise', 'valley', 'refrained', 'recommending', 'cibo', 'longer']"
1,"['atmosphere', 'fun']"
0,"['would', 'not', 'recommend', 'others']"
1,"['service', 'quick', 'even', 'go', 'order', 'just', 'like', 'like']"
0,"['mean', 'really', 'how', 'get', 'famous', 'fish', 'chip', 'terrible']"
1,"['said', 'mouth', 'belly', 'still', 'quite', 'pleased']"
0,"['not', 'thing']"
1,"['2', 'thumb']"
0,"['reading', 'please', 'don', 'go']"
1,"['loved', 'grilled', 'pizza', 'reminded', 'legit', 'italian', 'pizza']"
1,"['pro', 'large', 'seating', 'area', 'nice', 'bar', 'area', 'great', 'simple', 'drink', 'menu', 'best', 'brick', 'oven', 'pizza', 'homemade', 'dough']"
1,"['really', 'nice', 'atmosphere']"
0,"['tonight', 'elk', 'filet', 'special', 'sucked']"
1,"['one', 'bite', 'hooked']"
0,"['ordered', 'old', 'classic', 'new', 'dish', 'going', 'time', 'sorely', 'disappointed', 'everything']"
